,47006
2019-05-21,0.975
2019-05-22,1.13
2019-05-23,1.15
2019-05-24,1.35
2019-05-25,1.34
2019-05-26,1.36
2019-05-27,1.34
2019-05-28,1.31
2019-05-29,1.36
2019-05-30,1.31
2019-05-31,1.26
2019-06-01,1.29
2019-06-02,1.27
2019-06-03,1.32
2019-06-04,1.4
2019-06-05,1.4
2019-06-06,1.36
2019-06-07,2.09
2019-06-08,2.76
2019-06-09,1.7
2019-06-10,2.72
2019-06-11,5.77
2019-06-12,2.76
2019-06-13,5.14
2019-06-14,5.96
2019-06-15,4.87
2019-06-16,3.87
2019-06-17,3.14
2019-06-18,2.89
2019-06-19,2.99
2019-06-20,2.44
2019-06-21,2.0
2019-06-22,1.78
2019-06-23,1.75
2019-06-24,1.66
2019-06-25,1.56
2019-06-26,1.48
2019-06-27,1.64
2019-06-28,1.64
2019-06-29,1.66
2019-06-30,1.6
2019-07-01,1.61
2019-07-02,1.56
2019-07-03,1.73
2019-07-04,1.73
2019-07-05,1.77
2019-07-06,1.75
2019-07-07,1.73
2019-07-08,1.71
2019-07-09,1.62
2019-07-10,1.57
2019-07-11,1.58
2019-07-12,1.58
2019-07-13,1.71
2019-07-14,1.72
2019-07-15,1.65
2019-07-16,1.6
2019-07-17,1.6
2019-07-18,1.62
2019-07-19,2.02
2019-07-20,1.77
2019-07-21,1.63
2019-07-22,1.58
2019-07-23,1.52
2019-07-24,1.57
2019-07-25,1.52
2019-07-26,1.51
2019-07-27,1.49
2019-07-28,1.47
2019-07-29,1.5
2019-07-30,2.05
2019-07-31,1.78
