,40017,orig
1971-04-05,0.181,0.181
1971-04-06,0.178,0.178
1971-04-07,0.169,0.169
1971-04-08,0.164,0.164
1971-04-09,0.164,0.164
1971-04-10,0.152,0.152
1971-04-11,0.149,0.149
1971-04-12,0.147,0.147
1971-04-13,0.149,0.149
1971-04-14,0.144,0.144
1971-04-15,0.141,0.141
1971-04-16,0.144,0.144
1971-04-17,0.14,0.14
1971-04-18,0.131,0.131
1971-04-19,0.131,0.131
1971-04-20,0.131,0.131
1971-04-21,0.124,0.124
1971-04-22,0.129,0.129
1971-04-23,0.757,0.757
1971-04-24,0.356,0.356
1971-04-25,0.212,0.212
1971-04-26,1.325,1.325
1971-04-27,0.989,0.989
1971-04-28,0.409,0.409
1971-04-29,0.292,0.292
1971-04-30,0.246,0.246
1971-05-01,0.217,0.217
1971-05-02,0.199,0.199
1971-05-03,0.187,0.187
1971-05-04,0.18,0.18
1971-05-05,0.174,0.174
1971-05-06,0.182,0.182
1971-05-07,0.486,0.486
1971-05-08,0.246,0.246
1971-05-09,0.202,0.202
1971-05-10,0.179,0.179
1971-05-11,0.169,0.169
1971-05-12,0.161,0.161
1971-05-13,0.152,0.152
1971-05-14,0.147,0.147
1971-05-15,0.163,0.163
1971-05-16,0.265,0.265
1971-05-17,0.2,0.2
1971-05-18,0.157,0.157
1971-05-19,0.141,0.141
1971-05-20,0.131,0.131
1971-05-21,0.127,0.127
1971-05-22,0.134,0.134
1971-05-23,0.203,0.203
1971-05-24,0.141,0.141
1971-05-25,0.134,0.134
1971-05-26,0.133,0.133
1971-05-27,0.152,0.152
1971-05-28,0.147,0.147
1971-05-29,0.137,0.137
1971-05-30,0.243,0.243
1971-05-31,0.159,0.159
1971-06-01,0.131,0.131
1971-06-02,0.119,0.119
1971-06-03,0.115,0.115
1971-06-04,0.11,0.11
1971-06-05,0.107,0.107
1971-06-06,0.107,0.107
1971-06-07,0.108,0.108
1971-06-08,0.116,0.116
1971-06-09,0.111,0.111
1971-06-10,1.27,1.27
1971-06-11,0.524,0.524
1971-06-12,0.231,0.231
1971-06-13,0.52,0.52
1971-06-14,5.128,5.128
1971-06-15,1.143,1.143
1971-06-16,0.47,0.47
1971-06-17,0.385,0.385
1971-06-18,10.07,10.07
1971-06-19,1.48,1.48
1971-06-20,1.247,1.247
1971-06-21,0.546,0.546
1971-06-22,0.378,0.378
1971-06-23,0.308,0.308
1971-06-24,0.266,0.266
1971-06-25,0.255,0.255
1971-06-26,0.251,0.251
1971-06-27,0.231,0.231
1971-06-28,0.269,0.269
1971-06-29,0.219,0.219
1971-06-30,0.193,0.193
1971-07-01,0.188,0.188
1971-07-02,0.181,0.181
1971-07-03,0.178,0.178
1971-07-04,0.167,0.167
1971-07-05,0.16,0.16
1971-07-06,0.143,0.143
1971-07-07,0.14,0.14
1971-07-08,0.133,0.133
1971-07-09,0.124,0.124
1971-07-10,0.119,0.119
1971-07-11,0.115,0.115
1971-07-12,0.116,0.116
1971-07-13,0.112,0.112
1971-07-14,0.11,0.11
1971-07-15,0.126,0.126
1971-07-16,0.125,0.125
1971-07-17,0.131,0.131
1971-07-18,0.131,0.131
1971-07-19,0.129,0.129
1971-07-20,0.106,0.106
1971-07-21,0.098,0.098
1971-07-22,0.097,0.097
1971-07-23,0.095,0.095
1971-07-24,0.095,0.095
1971-07-25,0.098,0.098
1971-07-26,0.097,0.097
1971-07-27,0.209,0.209
1971-07-28,0.113,0.113
1971-07-29,0.101,0.101
1971-07-30,0.095,0.095
1971-07-31,0.093,0.093
1971-08-01,0.094,0.094
1971-08-02,0.092,0.092
1971-08-03,0.147,0.147
1971-08-04,0.2,0.2
1971-08-05,0.269,0.269
1971-08-06,0.114,0.114
1971-08-07,0.098,0.098
1971-08-08,0.093,0.093
1971-08-09,0.102,0.102
1971-08-10,0.095,0.095
1971-08-11,0.087,0.087
1971-08-12,0.097,0.097
1971-08-13,0.109,0.109
1971-08-14,0.156,0.156
1971-08-15,0.119,0.119
1971-08-16,0.096,0.096
1971-08-17,0.088,0.088
1971-08-18,0.089,0.089
1971-08-19,0.089,0.089
1971-08-20,0.438,0.438
1971-08-21,0.506,0.506
1971-08-22,0.173,0.173
1971-08-23,0.128,0.128
1971-08-24,0.113,0.113
1971-08-25,0.102,0.102
1971-08-26,0.099,0.099
1971-08-27,0.117,0.117
1971-08-28,0.101,0.101
1971-08-29,0.101,0.101
1971-08-30,0.094,0.094
1971-08-31,0.091,0.091
1971-09-01,0.091,0.091
1971-09-02,0.09,0.09
1971-09-03,0.088,0.088
1971-09-04,0.088,0.088
1971-09-05,0.085,0.085
1971-09-06,0.079,0.079
1971-09-07,0.077,0.077
1971-09-08,0.075,0.075
1971-09-09,0.074,0.074
1971-09-10,0.077,0.077
1971-09-11,0.074,0.074
1971-09-12,0.074,0.074
1971-09-13,0.074,0.074
1971-09-14,0.071,0.071
1971-09-15,0.071,0.071
1971-09-16,0.071,0.071
1971-09-17,0.069,0.069
1971-09-18,0.071,0.071
1971-09-19,0.071,0.071
1971-09-20,0.071,0.071
1971-09-21,0.064,0.064
1971-09-22,0.064,0.064
1971-09-23,0.073,0.073
1971-09-24,0.074,0.074
1971-09-25,0.074,0.074
1971-09-26,0.078,0.078
1971-09-27,0.099,0.099
1971-09-28,0.078,0.078
1971-09-29,0.072,0.072
1971-09-30,0.071,0.071
1971-10-01,0.071,0.071
1971-10-02,0.071,0.071
1971-10-03,0.072,0.072
1971-10-04,0.074,0.074
1971-10-05,0.066,0.066
1971-10-06,0.071,0.071
1971-10-07,0.074,0.074
1971-10-08,0.074,0.074
1971-10-09,0.076,0.076
1971-10-10,0.083,0.083
1971-10-11,0.085,0.085
1971-10-12,0.07,0.07
1971-10-13,0.169,0.169
1971-10-14,0.101,0.101
1971-10-15,0.07,0.07
1971-10-16,0.068,0.068
1971-10-17,0.2,0.2
1971-10-18,0.085,0.085
1971-10-19,0.368,0.368
1971-10-20,0.166,0.166
1971-10-21,0.113,0.113
1971-10-22,0.095,0.095
1971-10-23,0.088,0.088
1971-10-24,0.079,0.079
1971-10-25,0.079,0.079
1971-10-26,0.077,0.077
1971-10-27,0.071,0.071
1971-10-28,0.068,0.068
1971-10-29,0.068,0.068
1971-10-30,0.072,0.072
1971-10-31,0.074,0.074
1971-11-01,0.071,0.071
1971-11-02,0.066,0.066
1971-11-03,0.066,0.066
1971-11-04,0.068,0.068
1971-11-05,0.083,0.083
1971-11-06,0.09,0.09
1971-11-07,0.094,0.094
1971-11-08,0.126,0.126
1971-11-09,0.081,0.081
1971-11-10,0.077,0.077
1971-11-11,0.077,0.077
1971-11-12,0.077,0.077
1971-11-13,0.077,0.077
1971-11-14,0.072,0.072
1971-11-15,0.071,0.071
1971-11-16,0.069,0.069
1971-11-17,0.068,0.068
1971-11-18,0.131,0.131
1971-11-19,0.113,0.113
1971-11-20,0.601,0.601
1971-11-21,0.492,0.492
1971-11-22,0.181,0.181
1971-11-23,0.143,0.143
1971-11-24,0.136,0.136
1971-11-25,0.129,0.129
1971-11-26,0.132,0.132
1971-11-27,0.142,0.142
1971-11-28,0.191,0.191
1971-11-29,0.149,0.149
1971-11-30,0.133,0.133
1971-12-01,0.117,0.117
1971-12-02,0.112,0.112
1971-12-03,0.102,0.102
1971-12-04,0.098,0.098
1971-12-05,0.098,0.098
1971-12-06,0.098,0.098
1971-12-07,0.095,0.095
1971-12-08,0.095,0.095
1971-12-09,0.095,0.095
1971-12-10,0.095,0.095
1971-12-11,0.092,0.092
1971-12-12,0.091,0.091
1971-12-13,0.091,0.091
1971-12-14,0.09,0.09
1971-12-15,0.088,0.088
1971-12-16,0.088,0.088
1971-12-17,0.088,0.088
1971-12-18,0.088,0.088
1971-12-19,0.191,0.191
1971-12-20,0.144,0.144
1971-12-21,0.131,0.131
1971-12-22,0.122,0.122
1971-12-23,0.125,0.125
1971-12-24,0.113,0.113
1971-12-25,0.111,0.111
1971-12-26,0.107,0.107
1971-12-27,0.101,0.101
1971-12-28,0.101,0.101
1971-12-29,0.098,0.098
1971-12-30,0.102,0.102
1971-12-31,0.104,0.104
1972-01-01,0.103,0.103
1972-01-02,0.103,0.103
1972-01-03,0.104,0.104
1972-01-04,0.114,0.114
1972-01-05,0.123,0.123
1972-01-06,0.117,0.117
1972-01-07,0.167,0.167
1972-01-08,0.269,0.269
1972-01-09,0.182,0.182
1972-01-10,0.205,0.205
1972-01-11,2.294,2.294
1972-01-12,0.479,0.479
1972-01-13,0.345,0.345
1972-01-14,0.313,0.313
1972-01-15,0.266,0.266
1972-01-16,0.644,0.644
1972-01-17,0.843,0.843
1972-01-18,0.428,0.428
1972-01-19,0.887,0.887
1972-01-20,0.408,0.408
1972-01-21,0.294,0.294
1972-01-22,0.244,0.244
1972-01-23,0.261,0.261
1972-01-24,1.537,1.537
1972-01-25,0.537,0.537
1972-01-26,1.551,1.551
1972-01-27,0.806,0.806
1972-01-28,0.516,0.516
1972-01-29,0.401,0.401
1972-01-30,0.327,0.327
1972-01-31,0.293,0.293
1972-02-01,0.329,0.329
1972-02-02,0.863,0.863
1972-02-03,0.695,0.695
1972-02-04,0.516,0.516
1972-02-05,0.406,0.406
1972-02-06,1.379,1.379
1972-02-07,0.666,0.666
1972-02-08,0.771,0.771
1972-02-09,0.599,0.599
1972-02-10,0.533,0.533
1972-02-11,1.156,1.156
1972-02-12,0.92,0.92
1972-02-13,0.664,0.664
1972-02-14,0.451,0.451
1972-02-15,0.449,0.449
1972-02-16,0.407,0.407
1972-02-17,0.351,0.351
1972-02-18,0.459,0.459
1972-02-19,0.389,0.389
1972-02-20,0.374,0.374
1972-02-21,0.358,0.358
1972-02-22,0.322,0.322
1972-02-23,0.299,0.299
1972-02-24,0.279,0.279
1972-02-25,0.262,0.262
1972-02-26,0.245,0.245
1972-02-27,0.235,0.235
1972-02-28,0.229,0.229
1972-02-29,0.222,0.222
1972-03-01,0.219,0.219
1972-03-02,0.21,0.21
1972-03-03,0.41,0.41
1972-03-04,0.506,0.506
1972-03-05,1.943,1.943
1972-03-06,2.514,2.514
1972-03-07,0.728,0.728
1972-03-08,0.513,0.513
1972-03-09,0.406,0.406
1972-03-10,0.347,0.347
1972-03-11,0.437,0.437
1972-03-12,0.355,0.355
1972-03-13,0.315,0.315
1972-03-14,0.288,0.288
1972-03-15,0.264,0.264
1972-03-16,0.245,0.245
1972-03-17,0.236,0.236
1972-03-18,0.229,0.229
1972-03-19,0.219,0.219
1972-03-20,0.206,0.206
1972-03-21,0.196,0.196
1972-03-22,0.188,0.188
1972-03-23,0.186,0.186
1972-03-24,0.173,0.173
1972-03-25,0.174,0.174
1972-03-26,0.181,0.181
1972-03-27,0.204,0.204
1972-03-28,0.176,0.176
1972-03-29,0.164,0.164
1972-03-30,0.163,0.163
1972-03-31,0.169,0.169
1972-04-01,0.182,0.182
1972-04-02,0.162,0.162
1972-04-03,0.158,0.158
1972-04-04,0.251,0.251
1972-04-05,0.313,0.313
1972-04-06,0.413,0.413
1972-04-07,0.31,0.31
1972-04-08,0.247,0.247
1972-04-09,0.206,0.206
1972-04-10,0.58,0.58
1972-04-11,0.398,0.398
1972-04-12,0.292,0.292
1972-04-13,0.32,0.32
1972-04-14,0.506,0.506
1972-04-15,0.307,0.307
1972-04-16,0.248,0.248
1972-04-17,0.225,0.225
1972-04-18,0.212,0.212
1972-04-19,0.2,0.2
1972-04-20,0.194,0.194
1972-04-21,0.181,0.181
1972-04-22,0.17,0.17
1972-04-23,0.161,0.161
1972-04-24,0.156,0.156
1972-04-25,0.149,0.149
1972-04-26,0.148,0.148
1972-04-27,0.148,0.148
1972-04-28,0.151,0.151
1972-04-29,0.496,0.496
1972-04-30,0.269,0.269
1972-05-01,0.195,0.195
1972-05-02,0.165,0.165
1972-05-03,0.155,0.155
1972-05-04,0.148,0.148
1972-05-05,0.148,0.148
1972-05-06,0.147,0.147
1972-05-07,0.14,0.14
1972-05-08,0.156,0.156
1972-05-09,0.149,0.149
1972-05-10,0.194,0.194
1972-05-11,0.213,0.213
1972-05-12,0.237,0.237
1972-05-13,0.168,0.168
1972-05-14,0.148,0.148
1972-05-15,0.141,0.141
1972-05-16,0.131,0.131
1972-05-17,0.127,0.127
1972-05-18,0.126,0.126
1972-05-19,0.119,0.119
1972-05-20,0.117,0.117
1972-05-21,0.116,0.116
1972-05-22,0.114,0.114
1972-05-23,0.111,0.111
1972-05-24,0.114,0.114
1972-05-25,0.124,0.124
1972-05-26,0.13,0.13
1972-05-27,0.129,0.129
1972-05-28,0.112,0.112
1972-05-29,0.11,0.11
1972-05-30,0.102,0.102
1972-05-31,0.136,0.136
1972-06-01,0.126,0.126
1972-06-02,0.111,0.111
1972-06-03,0.163,0.163
1972-06-04,0.539,0.539
1972-06-05,0.31,0.31
1972-06-06,0.161,0.161
1972-06-07,0.134,0.134
1972-06-08,0.124,0.124
1972-06-09,0.124,0.124
1972-06-10,0.133,0.133
1972-06-11,0.122,0.122
1972-06-12,0.113,0.113
1972-06-13,0.104,0.104
1972-06-14,0.095,0.095
1972-06-15,0.092,0.092
1972-06-16,0.095,0.095
1972-06-17,0.092,0.092
1972-06-18,0.129,0.129
1972-06-19,0.124,0.124
1972-06-20,0.102,0.102
1972-06-21,0.1,0.1
1972-06-22,0.117,0.117
1972-06-23,0.099,0.099
1972-06-24,0.094,0.094
1972-06-25,0.092,0.092
1972-06-26,0.09,0.09
1972-06-27,0.101,0.101
1972-06-28,0.09,0.09
1972-06-29,0.083,0.083
1972-06-30,0.081,0.081
1972-07-01,0.094,0.094
1972-07-02,0.087,0.087
1972-07-03,0.085,0.085
1972-07-04,0.085,0.085
1972-07-05,0.08,0.08
1972-07-06,0.075,0.075
1972-07-07,0.072,0.072
1972-07-08,0.098,0.098
1972-07-09,0.091,0.091
1972-07-10,0.078,0.078
1972-07-11,0.072,0.072
1972-07-12,0.069,0.069
1972-07-13,0.068,0.068
1972-07-14,0.068,0.068
1972-07-15,0.063,0.063
1972-07-16,0.062,0.062
1972-07-17,0.063,0.063
1972-07-18,0.065,0.065
1972-07-19,0.082,0.082
1972-07-20,0.079,0.079
1972-07-21,0.082,0.082
1972-07-22,0.119,0.119
1972-07-23,0.08,0.08
1972-07-24,0.149,0.149
1972-07-25,0.101,0.101
1972-07-26,0.075,0.075
1972-07-27,0.068,0.068
1972-07-28,0.068,0.068
1972-07-29,0.069,0.069
1972-07-30,0.069,0.069
1972-07-31,0.076,0.076
1972-08-01,0.121,0.121
1972-08-02,0.083,0.083
1972-08-03,0.065,0.065
1972-08-04,0.068,0.068
1972-08-05,0.073,0.073
1972-08-06,0.065,0.065
1972-08-07,0.068,0.068
1972-08-08,0.063,0.063
1972-08-09,0.06,0.06
1972-08-10,0.058,0.058
1972-08-11,0.057,0.057
1972-08-12,0.07,0.07
1972-08-13,0.077,0.077
1972-08-14,0.063,0.063
1972-08-15,0.058,0.058
1972-08-16,0.057,0.057
1972-08-17,0.059,0.059
1972-08-18,0.055,0.055
1972-08-19,0.048,0.048
1972-08-20,0.053,0.053
1972-08-21,0.056,0.056
1972-08-22,0.053,0.053
1972-08-23,0.053,0.053
1972-08-24,0.053,0.053
1972-08-25,0.054,0.054
1972-08-26,0.057,0.057
1972-08-27,0.057,0.057
1972-08-28,0.057,0.057
1972-08-29,0.053,0.053
1972-08-30,0.05,0.05
1972-08-31,0.048,0.048
1972-09-01,0.046,0.046
1972-09-02,0.047,0.047
1972-09-03,0.047,0.047
1972-09-04,0.047,0.047
1972-09-05,0.047,0.047
1972-09-06,0.048,0.048
1972-09-07,0.052,0.052
1972-09-08,0.06,0.06
1972-09-09,0.085,0.085
1972-09-10,0.056,0.056
1972-09-11,0.054,0.054
1972-09-12,0.053,0.053
1972-09-13,0.061,0.061
1972-09-14,0.06,0.06
1972-09-15,0.055,0.055
1972-09-16,0.054,0.054
1972-09-17,0.053,0.053
1972-09-18,0.078,0.078
1972-09-19,0.118,0.118
1972-09-20,0.061,0.061
1972-09-21,0.056,0.056
1972-09-22,0.057,0.057
1972-09-23,0.055,0.055
1972-09-24,0.055,0.055
1972-09-25,0.055,0.055
1972-09-26,0.051,0.051
1972-09-27,0.051,0.051
1972-09-28,0.065,0.065
1972-09-29,0.052,0.052
1972-09-30,0.041,0.041
1972-10-01,0.053,0.053
1972-10-02,0.05,0.05
1972-10-03,0.047,0.047
1972-10-04,0.052,0.052
1972-10-05,0.051,0.051
1972-10-06,0.051,0.051
1972-10-07,0.055,0.055
1972-10-08,0.057,0.057
1972-10-09,0.058,0.058
1972-10-10,0.094,0.094
1972-10-11,0.06,0.06
1972-10-12,0.052,0.052
1972-10-13,0.05,0.05
1972-10-14,0.044,0.044
1972-10-15,0.034,0.034
1972-10-16,0.041,0.041
1972-10-17,0.046,0.046
1972-10-18,0.045,0.045
1972-10-19,0.045,0.045
1972-10-20,0.05,0.05
1972-10-21,0.05,0.05
1972-10-22,0.055,0.055
1972-10-23,0.057,0.057
1972-10-24,0.051,0.051
1972-10-25,0.05,0.05
1972-10-26,0.053,0.053
1972-10-27,0.057,0.057
1972-10-28,0.059,0.059
1972-10-29,0.064,0.064
1972-10-30,0.085,0.085
1972-10-31,0.063,0.063
1972-11-01,0.055,0.055
1972-11-02,0.05,0.05
1972-11-03,0.05,0.05
1972-11-04,0.051,0.051
1972-11-05,0.052,0.052
1972-11-06,0.052,0.052
1972-11-07,0.053,0.053
1972-11-08,0.061,0.061
1972-11-09,0.045,0.045
1972-11-10,0.139,0.139
1972-11-11,0.052,0.052
1972-11-12,0.224,0.224
1972-11-13,0.134,0.134
1972-11-14,0.066,0.066
1972-11-15,0.06,0.06
1972-11-16,0.189,0.189
1972-11-17,0.224,0.224
1972-11-18,0.106,0.106
1972-11-19,0.222,0.222
1972-11-20,0.418,0.418
1972-11-21,0.159,0.159
1972-11-22,0.109,0.109
1972-11-23,0.084,0.084
1972-11-24,0.077,0.077
1972-11-25,0.073,0.073
1972-11-26,0.077,0.077
1972-11-27,0.074,0.074
1972-11-28,0.074,0.074
1972-11-29,0.083,0.083
1972-11-30,0.26,0.26
1973-01-01,0.164,0.164
1973-01-02,0.145,0.145
1973-01-03,0.123,0.123
1973-01-04,0.123,0.123
1973-01-05,0.123,0.123
1973-01-06,0.123,0.123
1973-01-07,0.122,0.122
1973-01-08,0.122,0.122
1973-01-09,0.115,0.115
1973-01-10,0.131,0.131
1973-01-11,0.127,0.127
1973-01-12,0.124,0.124
1973-01-13,0.128,0.128
1973-01-14,0.163,0.163
1973-01-15,0.404,0.404
1973-01-16,0.253,0.253
1973-01-17,0.197,0.197
1973-01-18,0.168,0.168
1973-01-19,0.16,0.16
1973-01-20,0.599,0.599
1973-01-21,0.412,0.412
1973-01-22,0.25,0.25
1973-01-23,0.301,0.301
1973-01-24,0.261,0.261
1973-01-25,0.235,0.235
1973-01-26,0.263,0.263
1973-01-27,0.264,0.264
1973-01-28,0.219,0.219
1973-01-29,0.204,0.204
1973-01-30,0.197,0.197
1973-01-31,0.186,0.186
1973-02-01,0.176,0.176
1973-02-02,0.16,0.16
1973-02-03,0.156,0.156
1973-02-04,0.154,0.154
1973-02-05,0.148,0.148
1973-02-06,0.161,0.161
1973-02-07,0.166,0.166
1973-02-08,0.198,0.198
1973-02-09,0.221,0.221
1973-02-10,0.18,0.18
1973-02-11,0.169,0.169
1973-02-12,1.162,1.162
1973-02-13,0.425,0.425
1973-02-14,0.476,0.476
1973-02-15,0.415,0.415
1973-02-16,0.726,0.726
1973-02-17,0.521,0.521
1973-02-18,0.499,0.499
1973-02-19,0.493,0.493
1973-02-20,0.367,0.367
1973-02-21,0.315,0.315
1973-02-22,0.276,0.276
1973-02-23,0.252,0.252
1973-02-24,0.232,0.232
1973-02-25,0.218,0.218
1973-02-26,0.203,0.203
1973-02-27,0.183,0.183
1973-02-28,0.178,0.178
1973-03-01,0.189,0.189
1973-03-02,0.182,0.182
1973-03-03,0.172,0.172
1973-03-04,0.169,0.169
1973-03-05,0.166,0.166
1973-03-06,0.2,0.2
1973-03-07,0.169,0.169
1973-03-08,0.159,0.159
1973-03-09,0.152,0.152
1973-03-10,0.151,0.151
1973-03-11,0.145,0.145
1973-03-12,0.143,0.143
1973-03-13,0.138,0.138
1973-03-14,0.137,0.137
1973-03-15,0.133,0.133
1973-03-16,0.131,0.131
1973-03-17,0.13,0.13
1973-03-18,0.127,0.127
1973-03-19,0.124,0.124
1973-03-20,0.12,0.12
1973-03-21,0.12,0.12
1973-03-22,0.12,0.12
1973-03-23,0.119,0.119
1973-03-24,0.187,0.187
1973-03-25,0.157,0.157
1973-03-26,0.131,0.131
1973-03-27,0.12,0.12
1973-03-28,0.113,0.113
1973-03-29,0.121,0.121
1973-03-30,0.105,0.105
1973-03-31,0.111,0.111
1973-04-01,0.131,0.131
1973-04-02,0.351,0.351
1973-04-03,0.177,0.177
1973-04-04,0.15,0.15
1973-04-05,0.145,0.145
1973-04-06,0.133,0.133
1973-04-07,0.127,0.127
1973-04-08,0.127,0.127
1973-04-09,0.128,0.128
1973-04-10,0.119,0.119
1973-04-11,0.12,0.12
1973-04-12,0.111,0.111
1973-04-13,0.11,0.11
1973-04-14,0.108,0.108
1973-04-15,0.107,0.107
1973-04-16,0.102,0.102
1973-04-17,0.107,0.107
1973-04-18,0.107,0.107
1973-04-19,0.103,0.103
1973-04-20,0.102,0.102
1973-04-21,0.104,0.104
1973-04-22,0.23,0.23
1973-04-23,0.286,0.286
1973-04-24,0.186,0.186
1973-04-25,0.142,0.142
1973-04-26,0.127,0.127
1973-04-27,0.124,0.124
1973-04-28,0.121,0.121
1973-04-29,0.118,0.118
1973-04-30,0.423,0.423
1973-05-01,0.204,0.204
1973-05-02,0.161,0.161
1973-05-03,0.981,0.981
1973-05-04,0.483,0.483
1973-05-05,0.779,0.779
1973-05-06,0.728,0.728
1973-05-07,0.858,0.858
1973-05-08,0.446,0.446
1973-05-09,0.323,0.323
1973-05-10,0.273,0.273
1973-05-11,0.208,0.208
1973-05-12,0.199,0.199
1973-05-13,0.189,0.189
1973-05-14,0.212,0.212
1973-05-15,0.183,0.183
1973-05-16,0.166,0.166
1973-05-17,0.161,0.161
1973-05-18,0.156,0.156
1973-05-19,0.154,0.154
1973-05-20,0.151,0.151
1973-05-21,0.273,0.273
1973-05-22,0.163,0.163
1973-05-23,0.17,0.17
1973-05-24,0.174,0.174
1973-05-25,0.147,0.147
1973-05-26,0.134,0.134
1973-05-27,0.128,0.128
1973-05-28,0.126,0.126
1973-05-29,0.13,0.13
1973-05-30,0.144,0.144
1973-05-31,0.155,0.155
1973-06-01,0.133,0.133
1973-06-02,0.124,0.124
1973-06-03,0.125,0.125
1973-06-04,0.116,0.116
1973-06-05,0.101,0.101
1973-06-06,0.095,0.095
1973-06-07,0.095,0.095
1973-06-08,0.095,0.095
1973-06-09,0.093,0.093
1973-06-10,0.094,0.094
1973-06-11,0.092,0.092
1973-06-12,0.089,0.089
1973-06-13,0.088,0.088
1973-06-14,0.084,0.084
1973-06-15,0.088,0.088
1973-06-16,0.088,0.088
1973-06-17,0.088,0.088
1973-06-18,0.078,0.078
1973-06-19,0.302,0.302
1973-06-20,0.223,0.223
1973-06-21,0.103,0.103
1973-06-22,0.093,0.093
1973-06-23,0.086,0.086
1973-06-24,0.083,0.083
1973-06-25,0.082,0.082
1973-06-26,0.094,0.094
1973-06-27,0.098,0.098
1973-06-28,0.1,0.1
1973-06-29,0.082,0.082
1973-06-30,0.079,0.079
1973-07-01,0.077,0.077
1973-07-02,0.071,0.071
1973-07-03,0.069,0.069
1973-07-04,0.068,0.068
1973-07-05,0.071,0.071
1973-07-06,0.074,0.074
1973-07-07,0.073,0.073
1973-07-08,0.068,0.068
1973-07-09,0.068,0.068
1973-07-10,0.064,0.064
1973-07-11,0.07,0.07
1973-07-12,0.069,0.069
1973-07-13,0.068,0.068
1973-07-14,0.068,0.068
1973-07-15,0.081,0.081
1973-07-16,0.077,0.077
1973-07-17,0.069,0.069
1973-07-18,0.067,0.067
1973-07-19,0.071,0.071
1973-07-20,0.115,0.115
1973-07-21,0.077,0.077
1973-07-22,0.056,0.056
1973-07-23,0.063,0.063
1973-07-24,0.063,0.063
1973-07-25,0.061,0.061
1973-07-26,0.062,0.062
1973-07-27,0.06,0.06
1973-07-28,0.06,0.06
1973-07-29,0.06,0.06
1973-07-30,0.06,0.06
1973-07-31,0.06,0.06
1973-08-01,0.058,0.058
1973-08-02,0.056,0.056
1973-08-03,0.058,0.058
1973-08-04,0.057,0.057
1973-08-05,0.08,0.08
1973-08-06,0.072,0.072
1973-08-07,0.088,0.088
1973-08-08,0.068,0.068
1973-08-09,0.058,0.058
1973-08-10,0.057,0.057
1973-08-11,0.055,0.055
1973-08-12,0.055,0.055
1973-08-13,0.055,0.055
1973-08-14,0.053,0.053
1973-08-15,0.052,0.052
1973-08-16,0.052,0.052
1973-08-17,0.052,0.052
1973-08-18,0.052,0.052
1973-08-19,0.057,0.057
1973-08-20,0.053,0.053
