,54057
2019-08-19,110.0
2019-08-20,81.2
2019-08-21,70.9
2019-08-22,60.9
2019-08-23,53.5
2019-08-24,50.1
2019-08-25,45.0
2019-08-26,38.2
2019-08-27,33.7
2019-08-28,32.8
2019-08-29,43.9
2019-08-30,58.0
2019-08-31,68.1
2019-09-01,69.1
2019-09-02,65.7
2019-09-03,57.1
2019-09-04,39.3
2019-09-05,27.4
2019-09-06,28.4
2019-09-07,28.4
2019-09-08,26.8
2019-09-09,29.8
2019-09-10,29.6
2019-09-11,31.0
2019-09-12,33.3
2019-09-13,33.9
2019-09-14,38.3
2019-09-15,44.3
2019-09-16,41.1
2019-09-17,32.7
2019-09-18,28.6
2019-09-19,26.6
2019-09-20,24.5
2019-09-21,25.8
2019-09-22,30.1
2019-09-23,33.8
2019-09-24,55.0
2019-09-25,93.3
2019-09-26,105.0
2019-09-27,106.0
2019-09-28,150.0
2019-09-29,261.0
2019-09-30,333.0
2019-10-01,365.0
2019-10-02,381.0
2019-10-03,360.0
2019-10-04,334.0
2019-10-05,286.0
2019-10-06,258.0
2019-10-07,241.0
2019-10-08,210.0
2019-10-09,183.0
2019-10-10,154.0
2019-10-11,143.0
2019-10-12,178.0
2019-10-13,234.0
2019-10-14,262.0
2019-10-15,272.0
2019-10-16,250.0
2019-10-17,216.0
2019-10-18,210.0
2019-10-19,233.0
2019-10-20,225.0
2019-10-21,213.0
2019-10-22,188.0
2019-10-23,152.0
2019-10-24,127.0
2019-10-25,126.0
2019-10-26,356.0
2019-11-04,391.0
2019-11-05,366.0
2019-11-06,323.0
2019-11-07,291.0
2019-11-08,302.0
2019-11-09,332.0
2019-11-10,399.0
2019-11-11,439.0
2019-11-12,453.0
2019-11-13,442.0
2019-11-14,457.0
