,46005,orig
1964-12-21,0.638,0.638
1964-12-22,0.585,0.585
1964-12-23,0.571,0.571
1964-12-24,0.52,0.52
1964-12-25,0.495,0.495
1964-12-26,0.822,0.822
1964-12-27,1.42,1.42
1964-12-28,0.654,0.654
1964-12-29,5.81,5.81
1964-12-30,5.2,5.2
1964-12-31,1.4,1.4
1965-01-01,1.28,1.28
1965-01-02,0.897,0.897
1965-01-03,0.717,0.717
1965-01-04,0.609,0.609
1965-01-05,0.561,0.561
1965-01-06,0.581,0.581
1965-01-07,2.18,2.18
1965-01-08,2.67,2.67
1965-01-09,1.68,1.68
1965-01-10,6.03,6.03
1965-01-11,2.0,2.0
1965-01-12,1.51,1.51
1965-01-13,10.5,10.5
1965-01-14,3.36,3.36
1965-01-15,3.73,3.73
1965-01-16,8.22,8.22
1965-01-17,2.17,2.17
1965-01-18,1.44,1.44
1965-01-19,1.51,1.51
1965-01-20,2.23,2.23
1965-01-21,1.49,1.49
1965-01-22,3.1,3.1
1965-01-23,3.68,3.68
1965-01-24,6.78,6.78
1965-01-25,2.11,2.11
1965-01-26,1.37,1.37
1965-01-27,1.14,1.14
1965-01-28,0.975,0.975
1965-01-29,0.873,0.873
1965-01-30,0.806,0.806
1965-01-31,0.782,0.782
1965-02-01,0.728,0.728
1965-02-02,0.663,0.663
1965-02-03,0.579,0.579
1965-02-04,0.508,0.508
1965-02-05,0.602,0.602
1965-02-06,0.662,0.662
1965-02-07,0.615,0.615
1965-02-08,0.573,0.573
1965-02-09,0.532,0.532
1965-02-10,0.498,0.498
1965-02-11,0.489,0.489
1965-02-12,0.486,0.486
1965-02-13,0.548,0.548
1965-02-14,0.459,0.459
1965-02-15,0.421,0.421
1965-02-16,0.4,0.4
1965-02-17,0.378,0.378
1965-02-18,0.353,0.353
1965-02-19,0.371,0.371
1965-02-20,0.357,0.357
1965-02-21,0.343,0.343
1965-02-22,0.328,0.328
1965-02-23,0.314,0.314
1965-02-24,0.302,0.302
1965-02-25,0.299,0.299
1965-02-26,0.302,0.302
1965-02-27,0.304,0.304
1965-02-28,0.314,0.314
1965-03-01,0.313,0.313
1965-03-02,0.291,0.291
1965-03-03,0.329,0.329
1965-03-04,0.613,0.613
1965-03-05,0.519,0.519
1965-03-06,0.331,0.331
1965-03-07,0.323,0.323
1965-03-08,0.313,0.313
1965-03-09,0.405,0.405
1965-03-10,0.594,0.594
1965-03-11,0.664,0.664
1965-03-12,1.2,1.2
1965-03-13,1.79,1.79
1965-03-14,1.3,1.3
1965-03-15,3.35,3.35
1965-03-16,1.75,1.75
1965-03-17,3.07,3.07
1965-03-18,1.19,1.19
1965-03-19,0.831,0.831
1965-03-20,1.57,1.57
1965-03-21,0.884,0.884
1965-03-22,1.91,1.91
1965-03-23,2.11,2.11
1965-03-24,0.852,0.852
1965-03-25,3.62,3.62
1965-03-26,1.74,1.74
1965-03-27,0.913,0.913
1965-03-28,0.674,0.674
1965-03-29,0.611,0.611
1965-03-30,0.533,0.533
1965-03-31,0.492,0.492
1965-04-01,0.495,0.495
1965-04-02,0.47,0.47
1965-04-03,0.469,0.469
1965-04-04,0.485,0.485
1965-04-05,0.484,0.484
1965-04-06,0.44,0.44
1965-04-07,0.421,0.421
1965-04-08,0.417,0.417
1965-04-09,0.538,0.538
1965-04-10,0.816,0.816
1965-04-11,0.771,0.771
1965-04-12,1.89,1.89
1965-04-13,0.597,0.597
1965-04-14,0.519,0.519
1965-04-15,0.737,0.737
1965-04-16,0.536,0.536
1965-04-17,1.07,1.07
1965-04-18,0.576,0.576
1965-04-19,0.452,0.452
1965-04-20,0.41,0.41
1965-04-21,0.374,0.374
1965-04-22,0.349,0.349
1965-04-23,0.348,0.348
1965-04-24,0.371,0.371
1965-04-25,0.558,0.558
1965-04-26,0.635,0.635
1965-04-27,1.27,1.27
1965-04-28,0.852,0.852
1965-04-29,0.484,0.484
1965-04-30,0.377,0.377
1965-05-01,0.393,0.393
1965-05-02,0.893,0.893
1965-05-03,1.35,1.35
1965-05-04,3.66,3.66
1965-05-05,0.962,0.962
1965-05-06,0.671,0.671
1965-05-07,1.02,1.02
1965-05-08,0.708,0.708
1965-05-09,0.762,0.762
1965-05-10,0.565,0.565
1965-05-11,0.483,0.483
1965-05-12,0.42,0.42
1965-05-13,0.389,0.389
1965-05-14,0.389,0.389
1965-05-15,0.412,0.412
1965-05-16,1.13,1.13
1965-05-17,0.938,0.938
1965-05-18,0.55,0.55
1965-05-19,0.433,0.433
1965-05-20,0.377,0.377
1965-05-21,0.377,0.377
1965-05-22,0.442,0.442
1965-05-23,0.7,0.7
1965-05-24,1.56,1.56
1965-05-25,0.854,0.854
1965-05-26,0.583,0.583
1965-05-27,0.45,0.45
1965-05-28,0.409,0.409
1965-05-29,0.382,0.382
1965-05-30,0.388,0.388
1965-05-31,0.376,0.376
1965-06-01,0.372,0.372
1965-06-02,0.343,0.343
1965-06-03,0.319,0.319
1965-06-04,0.312,0.312
1965-06-05,0.31,0.31
1965-06-06,0.326,0.326
1965-06-07,0.315,0.315
1965-06-08,0.303,0.303
1965-06-09,0.306,0.306
1965-06-10,0.278,0.278
1965-06-11,0.256,0.256
1965-06-12,0.264,0.264
1965-06-13,0.276,0.276
1965-06-14,0.29,0.29
1965-06-15,2.91,2.91
1965-06-16,2.46,2.46
1965-06-17,1.05,1.05
1965-06-18,1.9,1.9
1965-06-19,0.539,0.539
1965-06-20,0.409,0.409
1965-06-21,2.29,2.29
1965-06-22,1.39,1.39
1965-06-23,2.18,2.18
1965-06-24,0.758,0.758
1965-06-25,2.12,2.12
1965-06-26,0.758,0.758
1965-06-27,0.556,0.556
1965-06-28,0.485,0.485
1965-06-29,0.467,0.467
1965-06-30,0.43,0.43
1965-07-01,0.406,0.406
1965-07-02,0.386,0.386
1965-07-03,0.382,0.382
1965-07-04,0.379,0.379
1965-07-05,0.369,0.369
1965-07-06,0.354,0.354
1965-07-07,0.37,0.37
1965-07-08,0.344,0.344
1965-07-09,0.325,0.325
1965-07-10,0.326,0.326
1965-07-11,5.05,5.05
1965-07-12,7.28,7.28
1965-07-13,6.26,6.26
1965-07-14,1.18,1.18
1965-07-15,0.703,0.703
1965-07-16,0.615,0.615
1965-07-17,0.54,0.54
1965-07-18,0.513,0.513
1965-07-19,0.51,0.51
1965-07-20,1.03,1.03
1965-07-21,1.5,1.5
1965-07-22,0.81,0.81
1965-07-23,2.03,2.03
1965-07-24,1.11,1.11
1965-07-25,0.992,0.992
1965-07-26,0.742,0.742
1965-07-27,0.582,0.582
1965-07-28,2.53,2.53
1965-07-29,1.41,1.41
1965-07-30,1.09,1.09
1965-07-31,0.614,0.614
1965-08-01,0.701,0.701
1965-08-02,6.39,6.39
1965-08-03,1.1,1.1
1965-08-04,0.779,0.779
1965-08-05,0.752,0.752
1965-08-06,0.659,0.659
1965-08-07,0.582,0.582
1965-08-08,0.553,0.553
1965-08-09,0.526,0.526
1965-08-10,0.481,0.481
1965-08-11,0.445,0.445
1965-08-12,0.391,0.391
1965-08-13,0.387,0.387
1965-08-14,0.393,0.393
1965-08-15,0.391,0.391
1965-08-16,0.365,0.365
1965-08-17,0.342,0.342
1965-08-18,0.351,0.351
1965-08-19,0.374,0.374
1965-08-20,0.479,0.479
1965-08-21,1.87,1.87
1965-08-22,2.37,2.37
1965-08-23,0.635,0.635
1965-08-24,2.53,2.53
1965-08-25,0.683,0.683
1965-08-26,1.22,1.22
1965-08-27,0.916,0.916
1965-08-28,0.928,0.928
1965-08-29,0.614,0.614
1965-08-30,0.468,0.468
1965-08-31,0.441,0.441
1965-09-01,0.379,0.379
1965-09-02,0.341,0.341
1965-09-03,0.344,0.344
1965-09-04,0.396,0.396
1965-09-05,0.421,0.421
1965-09-06,0.48,0.48
1965-09-07,0.381,0.381
1965-09-08,1.31,1.31
1965-09-09,0.558,0.558
1965-09-10,1.46,1.46
1965-09-11,1.61,1.61
1965-09-12,0.942,0.942
1965-09-13,0.86,0.86
1965-09-14,0.523,0.523
1965-09-15,1.22,1.22
1965-09-16,1.67,1.67
1965-09-17,3.26,3.26
1965-09-18,1.02,1.02
1965-09-19,0.558,0.558
1965-09-20,0.503,0.503
1965-09-21,0.457,0.457
1965-09-22,0.441,0.441
1965-09-23,0.762,0.762
1965-09-24,4.01,4.01
1965-09-25,1.61,1.61
1965-09-26,1.09,1.09
1965-09-27,0.743,0.743
1965-09-28,0.61,0.61
1965-09-29,0.523,0.523
1965-09-30,0.539,0.539
1965-10-01,0.549,0.549
1965-10-02,0.538,0.538
1965-10-03,0.894,0.894
1965-10-04,0.72,0.72
1965-10-05,0.486,0.486
1965-10-06,0.442,0.442
1965-10-07,0.417,0.417
1965-10-08,0.401,0.401
1965-10-09,0.384,0.384
1965-10-10,0.374,0.374
1965-10-11,0.357,0.357
1965-10-12,0.347,0.347
1965-10-13,0.334,0.334
1965-10-14,0.326,0.326
1965-10-15,0.315,0.315
1965-10-16,0.31,0.31
1965-10-17,0.308,0.308
1965-10-18,0.293,0.293
1965-10-19,0.282,0.282
1965-10-20,0.271,0.271
1965-10-21,0.27,0.27
1965-10-22,0.272,0.272
1965-10-23,0.269,0.269
1965-10-24,0.267,0.267
1965-10-25,0.259,0.259
1965-10-26,0.246,0.246
1965-10-27,0.24,0.24
1965-10-28,0.726,0.726
1965-10-29,0.352,0.352
1965-10-30,0.338,0.338
1965-10-31,2.24,2.24
1965-11-01,1.54,1.54
1965-11-02,0.721,0.721
1965-11-03,0.402,0.402
1965-11-04,0.335,0.335
1965-11-05,0.308,0.308
1965-11-06,0.297,0.297
1965-11-07,0.56,0.56
1965-11-08,0.42,0.42
1965-11-09,3.09,3.09
1965-11-10,0.73,0.73
1965-11-11,0.578,0.578
1965-11-12,0.456,0.456
1965-11-13,0.402,0.402
1965-11-14,0.474,0.474
1965-11-15,0.449,0.449
1965-11-16,12.4,12.4
1965-11-17,3.28,3.28
1965-11-18,0.987,0.987
1965-11-19,0.695,0.695
1965-11-20,0.718,0.718
1965-11-21,0.695,0.695
1965-11-22,0.541,0.541
1965-11-23,3.08,3.08
1965-11-24,1.93,1.93
1965-11-25,4.73,4.73
1965-11-26,2.21,2.21
1965-11-27,2.41,2.41
1965-11-28,7.13,7.13
1965-11-29,2.32,2.32
1965-11-30,1.16,1.16
1965-12-01,3.22,3.22
1965-12-02,2.43,2.43
1965-12-03,2.39,2.39
1965-12-04,3.44,3.44
1965-12-05,5.54,5.54
1965-12-06,1.79,1.79
1965-12-07,1.39,1.39
1965-12-08,4.17,4.17
1965-12-09,9.02,9.02
1965-12-10,3.44,3.44
1965-12-11,2.26,2.26
1965-12-12,6.24,6.24
1965-12-13,1.84,1.84
1965-12-14,1.68,1.68
1965-12-15,6.03,6.03
1965-12-16,2.5,2.5
1965-12-17,9.18,9.18
1965-12-18,20.5,20.5
1965-12-19,3.4,3.4
1965-12-20,1.73,1.73
1965-12-21,1.49,1.49
1965-12-22,4.63,4.63
1965-12-23,3.14,3.14
1965-12-24,3.64,3.64
1965-12-25,1.49,1.49
1965-12-26,1.27,1.27
1965-12-27,1.08,1.08
1965-12-28,0.993,0.993
1965-12-29,7.69,7.69
1965-12-30,2.24,2.24
1965-12-31,8.03,8.03
1966-01-01,4.95,4.95
1966-01-02,3.64,3.64
1966-01-03,1.61,1.61
1966-01-04,2.54,2.54
1966-01-05,1.46,1.46
1966-01-06,1.22,1.22
1966-01-07,1.09,1.09
1966-01-08,0.989,0.989
1966-01-09,0.914,0.914
1966-01-10,6.66,6.66
1966-01-11,1.22,1.22
1966-01-12,0.807,0.807
1966-01-13,0.687,0.687
1966-01-14,0.637,0.637
1966-01-15,0.627,0.627
1966-01-16,0.625,0.625
1966-01-17,0.607,0.607
1966-01-18,0.547,0.547
1966-01-19,0.505,0.505
1966-01-20,0.493,0.493
1966-01-21,0.503,0.503
1966-01-22,0.779,0.779
1966-01-23,0.735,0.735
1966-01-24,2.36,2.36
1966-01-25,6.43,6.43
1966-01-26,4.58,4.58
1966-01-27,1.75,1.75
1966-01-28,1.56,1.56
1966-01-29,2.04,2.04
1966-01-30,1.24,1.24
1966-01-31,1.31,1.31
1966-02-01,1.03,1.03
1966-02-02,0.938,0.938
1966-02-03,1.81,1.81
1966-02-04,5.4,5.4
1966-02-05,8.83,8.83
1966-02-06,1.87,1.87
1966-02-07,3.29,3.29
1966-02-08,2.88,2.88
1966-02-09,3.81,3.81
1966-02-10,1.93,1.93
1966-02-11,1.33,1.33
1966-02-12,1.18,1.18
1966-02-13,1.07,1.07
1966-02-14,0.985,0.985
1966-02-15,1.51,1.51
1966-02-16,1.11,1.11
1966-02-17,0.919,0.919
1966-02-18,3.88,3.88
1966-02-19,5.4,5.4
1966-02-20,3.11,3.11
1966-02-21,3.78,3.78
1966-02-22,2.92,2.92
1966-02-23,2.27,2.27
1966-02-24,12.6,12.6
1966-02-25,8.68,8.68
1966-02-26,2.27,2.27
1966-02-27,1.65,1.65
1966-02-28,1.4,1.4
1966-03-01,1.67,1.67
1966-03-02,11.9,11.9
1966-03-03,2.1,2.1
1966-03-04,1.44,1.44
1966-03-05,1.21,1.21
1966-03-06,1.09,1.09
1966-03-07,0.949,0.949
1966-03-08,0.834,0.834
1966-03-09,0.735,0.735
1966-03-10,0.855,0.855
1966-03-11,0.865,0.865
1966-03-12,0.786,0.786
1966-03-13,0.726,0.726
1966-03-14,0.708,0.708
1966-03-15,0.59,0.59
1966-03-16,0.496,0.496
1966-03-17,0.448,0.448
1966-03-18,0.417,0.417
1966-03-19,0.422,0.422
1966-03-20,0.423,0.423
1966-03-21,0.427,0.427
1966-03-22,0.406,0.406
1966-03-23,0.395,0.395
1966-03-24,0.381,0.381
1966-03-25,0.404,0.404
1966-03-26,0.839,0.839
1966-03-27,0.804,0.804
1966-03-28,0.455,0.455
1966-03-29,0.392,0.392
1966-03-30,0.386,0.386
1966-03-31,0.397,0.397
1966-04-01,0.891,0.891
1966-04-02,0.869,0.869
1966-04-03,0.478,0.478
1966-04-04,1.38,1.38
1966-04-05,6.49,6.49
1966-04-06,1.24,1.24
1966-04-07,1.27,1.27
1966-04-08,3.66,3.66
1966-04-09,2.89,2.89
1966-04-10,1.24,1.24
1966-04-11,1.69,1.69
1966-04-12,1.9,1.9
1966-04-13,0.944,0.944
1966-04-14,1.28,1.28
1966-04-15,6.47,6.47
1966-04-16,2.14,2.14
1966-04-17,1.22,1.22
1966-04-18,2.99,2.99
1966-04-19,3.87,3.87
1966-04-20,1.36,1.36
1966-04-21,1.27,1.27
1966-04-22,5.29,5.29
1966-04-23,1.67,1.67
1966-04-24,2.27,2.27
1966-04-25,1.2,1.2
1966-04-26,1.37,1.37
1966-04-27,1.59,1.59
1966-04-28,0.848,0.848
1966-04-29,0.759,0.759
1966-04-30,0.702,0.702
1966-05-01,0.667,0.667
1966-05-02,0.635,0.635
1966-05-03,0.581,0.581
1966-05-04,2.86,2.86
1966-05-05,2.18,2.18
1966-05-06,1.4,1.4
1966-05-07,2.34,2.34
1966-05-08,5.35,5.35
1966-05-09,1.43,1.43
1966-05-10,0.844,0.844
1966-05-11,1.39,1.39
1966-05-12,0.871,0.871
1966-05-13,0.753,0.753
1966-05-14,0.734,0.734
1966-05-15,0.668,0.668
1966-05-16,0.62,0.62
1966-05-17,0.679,0.679
1966-05-18,0.589,0.589
1966-05-19,0.684,0.684
1966-05-20,0.556,0.556
1966-05-21,0.549,0.549
1966-05-22,0.742,0.742
1966-05-23,0.52,0.52
1966-05-24,0.662,0.662
1966-05-25,1.05,1.05
1966-05-26,0.577,0.577
1966-05-27,0.444,0.444
1966-05-28,0.406,0.406
1966-05-29,0.393,0.393
1966-05-30,0.379,0.379
1966-05-31,0.374,0.374
1966-06-01,0.351,0.351
1966-06-02,0.324,0.324
1966-06-03,0.336,0.336
1966-06-04,0.344,0.344
1966-06-05,0.388,0.388
1966-06-06,0.371,0.371
1966-06-07,0.359,0.359
1966-06-08,0.339,0.339
1966-06-09,0.504,0.504
1966-06-10,0.668,0.668
1966-06-11,0.506,0.506
1966-06-12,0.828,0.828
1966-06-13,0.917,0.917
1966-06-14,0.478,0.478
1966-06-15,0.382,0.382
1966-06-16,0.461,0.461
1966-06-17,0.556,0.556
1966-06-18,0.504,0.504
1966-06-19,0.441,0.441
1966-06-20,0.639,0.639
1966-06-21,0.49,0.49
1966-06-22,0.476,0.476
1966-06-23,2.36,2.36
1966-06-24,0.72,0.72
1966-06-25,0.905,0.905
1966-06-26,0.818,0.818
1966-06-27,1.55,1.55
1966-06-28,0.633,0.633
1966-06-29,0.417,0.417
1966-06-30,0.345,0.345
1966-07-01,0.326,0.326
1966-07-02,0.32,0.32
1966-07-03,0.31,0.31
1966-07-04,0.315,0.315
1966-07-05,0.311,0.311
1966-07-06,0.291,0.291
1966-07-07,0.27,0.27
1966-07-08,0.263,0.263
1966-07-09,0.26,0.26
1966-07-10,0.509,0.509
1966-07-11,0.526,0.526
1966-07-12,0.295,0.295
1966-07-13,0.259,0.259
1966-07-14,0.241,0.241
1966-07-15,0.263,0.263
1966-07-16,0.293,0.293
1966-07-17,0.257,0.257
1966-07-18,0.244,0.244
1966-07-19,0.28,0.28
1966-07-20,0.285,0.285
1966-07-21,0.225,0.225
1966-07-22,0.202,0.202
1966-07-23,0.199,0.199
1966-07-24,0.317,0.317
1966-07-25,0.266,0.266
1966-07-26,0.308,0.308
1966-07-27,0.242,0.242
1966-07-28,0.252,0.252
1966-07-29,0.841,0.841
1966-07-30,1.65,1.65
1966-07-31,1.38,1.38
1966-08-01,1.21,1.21
1966-08-02,1.61,1.61
1966-08-03,4.92,4.92
1966-08-04,0.815,0.815
1966-08-05,0.491,0.491
1966-08-06,4.33,4.33
1966-08-07,0.797,0.797
1966-08-08,0.479,0.479
1966-08-09,3.8,3.8
1966-08-10,1.69,1.69
1966-08-11,5.01,5.01
1966-08-12,1.69,1.69
1966-08-13,1.14,1.14
1966-08-14,0.749,0.749
1966-08-15,0.567,0.567
1966-08-16,0.493,0.493
1966-08-17,0.447,0.447
1966-08-18,0.387,0.387
1966-08-19,0.38,0.38
1966-08-20,0.384,0.384
1966-08-21,0.517,0.517
1966-08-22,0.402,0.402
1966-08-23,0.365,0.365
1966-08-24,0.342,0.342
1966-08-25,0.315,0.315
1966-08-26,0.307,0.307
1966-08-27,0.298,0.298
1966-08-28,0.773,0.773
1966-08-29,1.53,1.53
1966-08-30,0.72,0.72
1966-08-31,0.489,0.489
1966-09-01,1.19,1.19
1966-09-02,1.08,1.08
1966-09-03,0.519,0.519
1966-09-04,4.24,4.24
1966-09-05,0.657,0.657
1966-09-06,0.539,0.539
1966-09-07,0.462,0.462
1966-09-08,0.443,0.443
1966-09-09,0.422,0.422
1966-09-10,0.401,0.401
1966-09-11,0.405,0.405
1966-09-12,0.419,0.419
1966-09-13,0.711,0.711
1966-09-14,1.53,1.53
1966-09-15,1.17,1.17
1966-09-16,0.434,0.434
1966-09-17,0.37,0.37
1966-09-18,0.357,0.357
1966-09-19,0.334,0.334
1966-09-20,0.332,0.332
1966-09-21,0.321,0.321
1966-09-22,0.3,0.3
1966-09-23,0.3,0.3
1966-09-24,0.304,0.304
1966-09-25,0.307,0.307
1966-09-26,0.302,0.302
1966-09-27,0.278,0.278
1966-09-28,0.263,0.263
1966-09-29,0.258,0.258
1966-09-30,0.252,0.252
1966-10-01,0.638,0.638
1966-10-02,1.69,1.69
1966-10-03,1.8,1.8
1966-10-04,0.865,0.865
1966-10-05,0.432,0.432
1966-10-06,1.36,1.36
1966-10-07,0.712,0.712
1966-10-08,0.502,0.502
1966-10-09,0.42,0.42
1966-10-10,0.715,0.715
1966-10-11,0.434,0.434
1966-10-12,0.519,0.519
1966-10-13,1.81,1.81
1966-10-14,5.8,5.8
1966-10-15,1.16,1.16
1966-10-16,1.09,1.09
1966-10-17,4.95,4.95
1966-10-18,3.38,3.38
