,34010,orig
1968-10-10,3.82,3.82
1968-10-11,2.88,2.88
1968-10-12,2.35,2.35
1968-10-13,2.15,2.15
1968-10-14,1.62,1.62
1968-10-15,1.25,1.25
1968-10-16,1.05,1.05
1968-10-17,0.893,0.893
1968-10-18,0.806,0.806
1968-10-19,0.736,0.736
1968-10-20,0.731,0.731
1968-10-21,0.691,0.691
1968-10-22,0.674,0.674
1968-10-23,0.643,0.643
1968-10-24,0.602,0.602
1968-10-25,0.594,0.594
1968-10-26,0.564,0.564
1968-10-27,0.525,0.525
1968-10-28,0.708,0.708
1968-10-29,1.64,1.64
1968-10-30,1.19,1.19
1968-10-31,1.06,1.06
1968-11-01,2.32,2.32
1968-11-02,2.84,2.84
1968-11-03,1.92,1.92
1968-11-04,1.51,1.51
1968-11-05,1.24,1.24
1968-11-06,1.1,1.1
1968-11-07,1.28,1.28
1968-11-08,1.4,1.4
1968-11-09,1.42,1.42
1968-11-10,1.17,1.17
1968-11-11,1.05,1.05
1968-11-12,0.966,0.966
1968-11-13,0.87,0.87
1968-11-14,0.751,0.751
1968-11-15,0.676,0.676
1968-11-16,0.638,0.638
1968-11-17,0.66,0.66
1968-11-18,0.77,0.77
1968-11-19,0.841,0.841
1968-11-20,0.829,0.829
1968-11-21,0.744,0.744
1968-11-22,0.851,0.851
1968-11-23,1.36,1.36
1968-11-24,1.4,1.4
1968-11-25,1.15,1.15
1968-11-26,1.69,1.69
1968-11-27,3.02,3.02
1968-11-28,2.02,2.02
1968-11-29,1.52,1.52
1968-11-30,1.29,1.29
1968-12-01,1.1,1.1
1968-12-02,0.963,0.963
1968-12-03,0.868,0.868
1968-12-04,0.836,0.836
1968-12-05,0.785,0.785
1968-12-06,0.745,0.745
1968-12-07,0.747,0.747
1968-12-08,0.728,0.728
1968-12-09,0.729,0.729
1968-12-10,0.691,0.691
1968-12-11,0.63,0.63
1968-12-12,0.62,0.62
1968-12-13,0.62,0.62
1968-12-14,0.613,0.613
1968-12-15,0.629,0.629
1968-12-16,1.01,1.01
1968-12-17,2.12,2.12
1968-12-18,2.74,2.74
1968-12-19,1.77,1.77
1968-12-20,2.25,2.25
1968-12-21,6.49,6.49
1968-12-22,7.8,7.8
1968-12-23,4.88,4.88
1968-12-24,2.78,2.78
1968-12-25,1.98,1.98
1968-12-26,1.61,1.61
1968-12-27,1.42,1.42
1968-12-28,1.42,1.42
1968-12-29,1.78,1.78
1968-12-30,1.71,1.71
1968-12-31,1.61,1.61
1969-01-01,1.95,1.95
1969-01-02,3.68,3.68
1969-01-03,5.8,5.8
1969-01-04,6.38,6.38
1969-01-05,4.81,4.81
1969-01-06,3.32,3.32
1969-01-07,3.66,3.66
1969-01-08,2.99,2.99
1969-01-09,2.19,2.19
1969-01-10,1.92,1.92
1969-01-11,1.74,1.74
1969-01-12,2.06,2.06
1969-01-13,2.54,2.54
1969-01-14,2.55,2.55
1969-01-15,2.26,2.26
1969-01-16,2.57,2.57
1969-01-17,2.66,2.66
1969-01-18,3.38,3.38
1969-01-19,2.41,2.41
1969-01-20,2.39,2.39
1969-01-21,3.5,3.5
1969-01-22,4.05,4.05
1969-01-23,5.64,5.64
1969-01-24,3.35,3.35
1969-01-25,2.36,2.36
1969-01-26,1.88,1.88
1969-01-27,1.66,1.66
1969-01-28,4.76,4.76
1969-01-29,4.5,4.5
1969-01-30,2.65,2.65
1969-01-31,1.91,1.91
1969-02-01,1.64,1.64
1969-02-02,1.42,1.42
1969-02-03,1.24,1.24
1969-02-04,1.22,1.22
1969-02-05,1.92,1.92
1969-02-06,3.62,3.62
1969-02-07,3.34,3.34
1969-02-08,3.14,3.14
1969-02-09,2.38,2.38
1969-02-10,1.81,1.81
1969-02-11,2.21,2.21
1969-02-12,3.8,3.8
1969-02-13,3.21,3.21
1969-02-14,2.29,2.29
1969-02-15,1.71,1.71
1969-02-16,1.42,1.42
1969-02-17,1.25,1.25
1969-02-18,1.2,1.2
1969-02-19,1.1,1.1
1969-02-20,2.54,2.54
1969-02-21,7.49,7.49
1969-02-22,9.72,9.72
1969-02-23,8.98,8.98
1969-02-24,5.58,5.58
1969-02-25,3.71,3.71
1969-02-26,2.62,2.62
1969-02-27,2.06,2.06
1969-02-28,1.86,1.86
1969-03-01,1.62,1.62
1969-03-02,1.42,1.42
1969-03-03,1.4,1.4
1969-03-04,1.34,1.34
1969-03-05,1.19,1.19
1969-03-06,1.1,1.1
1969-03-07,1.02,1.02
1969-03-08,0.962,0.962
1969-03-09,0.88,0.88
1969-03-10,0.832,0.832
1969-03-11,0.852,0.852
1969-03-12,1.51,1.51
1969-03-13,5.89,5.89
1969-03-14,6.5,6.5
1969-03-15,2.9,2.9
1969-03-16,2.14,2.14
1969-03-17,1.86,1.86
1969-03-18,2.67,2.67
1969-03-19,3.06,3.06
1969-03-20,2.19,2.19
1969-03-21,1.75,1.75
1969-03-22,1.44,1.44
1969-03-23,1.26,1.26
1969-03-24,1.11,1.11
1969-03-25,0.998,0.998
1969-03-26,0.917,0.917
1969-03-27,0.826,0.826
1969-03-28,0.78,0.78
1969-03-29,0.795,0.795
1969-03-30,1.03,1.03
1969-03-31,1.46,1.46
1969-04-01,1.35,1.35
1969-04-02,1.07,1.07
1969-04-03,0.921,0.921
1969-04-04,0.837,0.837
1969-04-05,0.707,0.707
1969-04-06,0.775,0.775
1969-04-07,0.732,0.732
1969-04-08,0.661,0.661
1969-04-09,0.599,0.599
1969-04-10,0.594,0.594
1969-04-11,0.682,0.682
1969-04-12,0.673,0.673
1969-04-13,0.587,0.587
1969-04-14,0.635,0.635
1969-04-15,1.02,1.02
1969-04-16,1.07,1.07
1969-04-17,1.08,1.08
1969-04-18,0.898,0.898
1969-04-19,0.792,0.792
1969-04-20,0.735,0.735
1969-04-21,0.795,0.795
1969-04-22,0.827,0.827
1969-04-23,0.827,0.827
1969-04-24,0.87,0.87
1969-04-25,0.762,0.762
1969-04-26,0.68,0.68
1969-04-27,0.608,0.608
1969-04-28,0.608,0.608
1969-04-29,0.58,0.58
1969-04-30,0.54,0.54
1969-05-01,0.5,0.5
1969-05-02,0.522,0.522
1969-05-03,0.527,0.527
1969-05-04,0.475,0.475
1969-05-05,0.527,0.527
1969-05-06,6.27,6.27
1969-05-07,4.68,4.68
1969-05-08,1.51,1.51
1969-05-09,1.1,1.1
1969-05-10,1.01,1.01
1969-05-11,0.905,0.905
1969-05-12,0.762,0.762
1969-05-13,0.702,0.702
1969-05-14,0.647,0.647
1969-05-15,0.61,0.61
1969-05-16,1.4,1.4
1969-05-17,2.85,2.85
1969-05-18,6.11,6.11
1969-05-19,3.4,3.4
1969-05-20,2.21,2.21
1969-05-21,4.93,4.93
1969-05-22,2.9,2.9
1969-05-23,2.04,2.04
1969-05-24,1.61,1.61
1969-05-25,1.58,1.58
1969-05-26,1.51,1.51
1969-05-27,1.14,1.14
1969-05-28,0.95,0.95
1969-05-29,0.862,0.862
1969-05-30,0.862,0.862
1969-05-31,0.765,0.765
1969-06-01,0.611,0.611
1969-06-02,0.582,0.582
1969-06-03,0.956,0.956
1969-06-04,0.771,0.771
1969-06-05,0.593,0.593
1969-06-06,0.555,0.555
1969-06-07,0.52,0.52
1969-06-08,0.448,0.448
1969-06-09,0.425,0.425
1969-06-10,0.402,0.402
1969-06-11,0.375,0.375
1969-06-12,0.352,0.352
1969-06-13,0.342,0.342
1969-06-14,0.31,0.31
1969-06-15,0.282,0.282
1969-06-16,0.44,0.44
1969-06-17,0.884,0.884
1969-06-18,0.257,0.257
1969-06-19,0.246,0.246
1969-06-20,0.244,0.244
1969-06-21,0.262,0.262
1969-06-22,0.277,0.277
1969-06-23,0.35,0.35
1969-06-24,0.412,0.412
1969-06-25,0.328,0.328
1969-06-26,0.29,0.29
1969-06-27,0.27,0.27
1969-06-28,0.23,0.23
1969-06-29,0.23,0.23
1969-06-30,0.263,0.263
1969-07-01,0.233,0.233
1969-07-02,0.233,0.233
1969-07-03,0.23,0.23
1969-07-04,0.214,0.214
1969-07-05,0.191,0.191
1969-07-06,0.252,0.252
1969-07-07,1.22,1.22
1969-07-08,1.24,1.24
1969-07-09,0.735,0.735
1969-07-10,0.73,0.73
1969-07-11,0.355,0.355
1969-07-12,0.309,0.309
1969-07-13,0.284,0.284
1969-07-14,0.26,0.26
1969-07-15,0.26,0.26
1969-07-16,0.235,0.235
1969-07-17,0.215,0.215
1969-07-18,0.196,0.196
1969-07-19,0.187,0.187
1969-07-20,0.18,0.18
1969-07-21,0.18,0.18
1969-07-22,0.173,0.173
1969-07-23,0.172,0.172
1969-07-24,0.167,0.167
1969-07-25,0.167,0.167
1969-07-26,0.169,0.169
1969-07-27,0.157,0.157
1969-07-28,0.191,0.191
1969-07-29,0.546,0.546
1969-07-30,0.55,0.55
1969-07-31,0.362,0.362
1969-08-01,0.34,0.34
1969-08-02,0.315,0.315
1969-08-03,0.376,0.376
1969-08-04,0.315,0.315
1969-08-05,0.328,0.328
1969-08-06,0.408,0.408
1969-08-07,0.315,0.315
1969-08-08,0.262,0.262
1969-08-09,0.229,0.229
1969-08-10,0.214,0.214
1969-08-11,0.185,0.185
1969-08-12,0.194,0.194
1969-08-13,0.21,0.21
1969-08-14,0.215,0.215
1969-08-15,0.302,0.302
1969-08-16,0.263,0.263
1969-08-17,0.22,0.22
1969-08-18,0.212,0.212
1969-08-19,0.215,0.215
1969-08-20,0.215,0.215
1969-08-21,0.217,0.217
1969-08-22,0.26,0.26
1969-08-23,0.422,0.422
1969-08-24,0.376,0.376
1969-08-25,0.361,0.361
1969-08-26,0.361,0.361
1969-08-27,0.426,0.426
1969-08-28,0.423,0.423
1969-08-29,0.374,0.374
1969-08-30,0.335,0.335
1969-08-31,0.32,0.32
1969-09-01,0.312,0.312
1969-09-02,0.27,0.27
1969-09-03,0.264,0.264
1969-09-04,0.237,0.237
1969-09-05,0.228,0.228
1969-09-06,0.213,0.213
1969-09-07,0.208,0.208
1969-09-08,0.204,0.204
1969-09-09,0.204,0.204
1969-09-10,0.202,0.202
1969-09-11,0.202,0.202
1969-09-12,0.195,0.195
1969-09-13,0.186,0.186
1969-09-14,0.174,0.174
1969-09-15,0.172,0.172
1969-09-16,0.174,0.174
1969-09-17,0.172,0.172
1969-09-18,0.168,0.168
1969-09-19,0.164,0.164
1969-09-20,0.158,0.158
1969-09-21,0.149,0.149
1969-09-22,0.145,0.145
1969-09-23,0.141,0.141
1969-09-24,0.138,0.138
1969-09-25,0.138,0.138
1969-09-26,0.134,0.134
1969-09-27,0.128,0.128
1969-09-28,0.141,0.141
1969-09-29,0.145,0.145
1969-09-30,0.153,0.153
1969-10-01,0.153,0.153
1969-10-02,0.131,0.131
1969-10-03,0.145,0.145
1969-10-04,0.145,0.145
1969-10-05,0.136,0.136
1969-10-06,0.16,0.16
1969-10-07,0.145,0.145
1969-10-08,0.143,0.143
1969-10-09,0.138,0.138
1969-10-10,0.136,0.136
1969-10-11,0.134,0.134
1969-10-12,0.134,0.134
1969-10-13,0.131,0.131
1969-10-14,0.134,0.134
1969-10-15,0.134,0.134
1969-10-16,0.134,0.134
1969-10-17,0.134,0.134
1969-10-18,0.134,0.134
1969-10-19,0.134,0.134
1969-10-20,0.134,0.134
1969-10-21,0.143,0.143
1969-10-22,0.151,0.151
1969-10-23,0.149,0.149
1969-10-24,0.143,0.143
1969-10-25,0.141,0.141
1969-10-26,0.138,0.138
1969-10-27,0.14,0.14
1969-10-28,0.134,0.134
1969-10-29,0.131,0.131
1969-10-30,0.131,0.131
1969-10-31,0.128,0.128
1969-11-01,0.124,0.124
1969-11-02,0.121,0.121
1969-11-03,0.124,0.124
1969-11-04,0.138,0.138
1969-11-05,0.138,0.138
1969-11-06,0.138,0.138
1969-11-07,0.142,0.142
1969-11-08,0.149,0.149
1969-11-09,0.173,0.173
1969-11-10,0.195,0.195
1969-11-11,0.184,0.184
1969-11-12,0.182,0.182
1969-11-13,0.184,0.184
1969-11-14,0.194,0.194
1969-11-15,0.33,0.33
1969-11-16,0.281,0.281
1969-11-17,0.45,0.45
1969-11-18,0.45,0.45
1969-11-19,0.348,0.348
1969-11-20,0.343,0.343
1969-11-21,0.309,0.309
1969-11-22,0.968,0.968
1969-11-23,0.982,0.982
1969-11-24,0.33,0.33
1969-11-25,0.487,0.487
1969-11-26,0.982,0.982
1969-11-27,1.04,1.04
1969-11-28,1.5,1.5
1969-11-29,1.24,1.24
1969-11-30,0.857,0.857
1969-12-01,0.778,0.778
1969-12-02,1.25,1.25
1969-12-03,3.34,3.34
1969-12-04,2.48,2.48
1969-12-05,1.59,1.59
1969-12-06,1.57,1.57
1969-12-07,1.55,1.55
1969-12-08,4.6,4.6
1969-12-09,5.57,5.57
1969-12-10,2.9,2.9
1969-12-11,1.86,1.86
1969-12-12,2.14,2.14
1969-12-13,2.04,2.04
1969-12-14,1.93,1.93
1969-12-15,4.38,4.38
1969-12-16,5.76,5.76
1969-12-17,2.92,2.92
1969-12-18,1.68,1.68
1969-12-19,1.24,1.24
1969-12-20,1.06,1.06
1969-12-21,1.66,1.66
1969-12-22,2.43,2.43
1969-12-23,2.26,2.26
1969-12-24,1.95,1.95
1969-12-25,1.84,1.84
1969-12-26,1.45,1.45
1969-12-27,1.22,1.22
1969-12-28,1.19,1.19
1969-12-29,1.06,1.06
1969-12-30,0.857,0.857
1969-12-31,0.778,0.778
1970-01-01,0.746,0.746
1970-01-02,0.715,0.715
1970-01-03,0.703,0.703
1970-01-04,0.585,0.585
1970-01-05,0.515,0.515
1970-01-06,0.49,0.49
1970-01-07,0.422,0.422
1970-01-08,0.444,0.444
1970-01-09,1.06,1.06
1970-01-10,2.46,2.46
1970-01-11,3.36,3.36
1970-01-12,2.14,2.14
1970-01-13,1.55,1.55
1970-01-14,1.76,1.76
1970-01-15,2.87,2.87
1970-01-16,8.44,8.44
1970-01-17,8.12,8.12
1970-01-18,3.28,3.28
1970-01-19,2.72,2.72
1970-01-20,2.36,2.36
1970-01-21,2.34,2.34
1970-01-22,2.13,2.13
1970-01-23,2.62,2.62
1970-01-24,3.47,3.47
1970-01-25,2.88,2.88
1970-01-26,2.5,2.5
1970-01-27,1.9,1.9
1970-01-28,1.52,1.52
1970-01-29,1.37,1.37
1970-01-30,1.21,1.21
1970-01-31,0.947,0.947
1970-02-01,0.912,0.912
1970-02-02,1.16,1.16
1970-02-03,1.9,1.9
1970-02-04,1.83,1.83
1970-02-05,1.89,1.89
1970-02-06,1.41,1.41
1970-02-07,1.54,1.54
1970-02-08,1.86,1.86
1970-02-09,1.54,1.54
1970-02-10,1.25,1.25
1970-02-11,1.02,1.02
1970-02-12,0.996,0.996
1970-02-13,0.844,0.844
1970-02-14,0.732,0.732
1970-02-15,0.666,0.666
1970-02-16,0.655,0.655
1970-02-17,0.746,0.746
1970-02-18,0.791,0.791
1970-02-19,2.72,2.72
1970-02-20,7.75,7.75
1970-02-21,6.13,6.13
1970-02-22,5.91,5.91
1970-02-23,6.97,6.97
1970-02-24,3.29,3.29
1970-02-25,2.2,2.2
1970-02-26,1.68,1.68
1970-02-27,1.41,1.41
1970-02-28,1.21,1.21
1970-03-01,1.13,1.13
1970-03-02,1.17,1.17
1970-03-03,1.06,1.06
1970-03-04,0.982,0.982
1970-03-05,0.871,0.871
1970-03-06,0.831,0.831
1970-03-07,0.831,0.831
1970-03-08,0.778,0.778
1970-03-09,0.748,0.748
1970-03-10,0.748,0.748
1970-03-11,0.98,0.98
1970-03-12,3.2,3.2
1970-03-13,4.09,4.09
1970-03-14,2.45,2.45
1970-03-15,2.05,2.05
1970-03-16,1.82,1.82
1970-03-17,1.7,1.7
1970-03-18,1.55,1.55
1970-03-19,1.17,1.17
1970-03-20,1.02,1.02
1970-03-21,0.968,0.968
1970-03-22,0.898,0.898
1970-03-23,0.88,0.88
1970-03-24,0.912,0.912
1970-03-25,0.844,0.844
1970-03-26,0.747,0.747
1970-03-27,0.747,0.747
1970-03-28,0.684,0.684
1970-03-29,0.655,0.655
1970-03-30,0.655,0.655
1970-03-31,0.678,0.678
1970-04-01,0.631,0.631
1970-04-02,0.597,0.597
1970-04-03,0.712,0.712
1970-04-04,0.778,0.778
1970-04-05,0.77,0.77
1970-04-06,2.32,2.32
1970-04-07,1.91,1.91
1970-04-08,1.54,1.54
1970-04-09,1.21,1.21
1970-04-10,1.06,1.06
1970-04-11,0.926,0.926
1970-04-12,0.998,0.998
1970-04-13,2.97,2.97
1970-04-14,1.66,1.66
1970-04-15,1.44,1.44
1970-04-16,1.27,1.27
1970-04-17,1.11,1.11
1970-04-18,1.11,1.11
1970-04-19,0.954,0.954
1970-04-20,0.831,0.831
1970-04-21,0.808,0.808
1970-04-22,0.715,0.715
1970-04-23,0.691,0.691
1970-04-24,0.681,0.681
1970-04-25,1.33,1.33
1970-04-26,3.44,3.44
1970-04-27,2.03,2.03
1970-04-28,1.47,1.47
1970-04-29,1.28,1.28
1970-04-30,0.982,0.982
1970-05-01,0.857,0.857
1970-05-02,0.81,0.81
1970-05-03,0.703,0.703
1970-05-04,0.678,0.678
1970-05-05,0.631,0.631
1970-05-06,0.597,0.597
1970-05-07,0.552,0.552
1970-05-08,0.495,0.495
1970-05-09,0.461,0.461
1970-05-10,0.559,0.559
1970-05-11,0.708,0.708
1970-05-12,0.49,0.49
1970-05-13,0.435,0.435
1970-05-14,0.325,0.325
1970-05-15,0.4,0.4
1970-05-16,0.38,0.38
1970-05-17,0.366,0.366
1970-05-18,0.366,0.366
1970-05-19,0.366,0.366
1970-05-20,0.366,0.366
1970-05-21,0.374,0.374
1970-05-22,0.296,0.296
1970-05-23,0.302,0.302
1970-05-24,0.28,0.28
1970-05-25,0.269,0.269
1970-05-26,0.264,0.264
1970-05-27,0.248,0.248
1970-05-28,0.255,0.255
1970-05-29,0.269,0.269
1970-05-30,0.243,0.243
1970-05-31,0.195,0.195
1970-06-01,0.213,0.213
1970-06-02,0.218,0.218
1970-06-03,0.184,0.184
1970-06-04,0.173,0.173
1970-06-05,0.169,0.169
1970-06-06,0.153,0.153
1970-06-07,0.134,0.134
1970-06-08,0.15,0.15
1970-06-09,0.157,0.157
1970-06-10,0.134,0.134
1970-06-11,0.118,0.118
1970-06-12,0.111,0.111
1970-06-13,0.107,0.107
1970-06-14,0.106,0.106
1970-06-15,0.115,0.115
1970-06-16,0.134,0.134
1970-06-17,0.141,0.141
1970-06-18,0.128,0.128
1970-06-19,0.115,0.115
1970-06-20,0.066,0.066
1970-06-21,0.072,0.072
1970-06-22,0.095,0.095
1970-06-23,0.093,0.093
1970-06-24,0.097,0.097
1970-06-25,0.099,0.099
1970-06-26,0.093,0.093
1970-06-27,0.047,0.047
1970-06-28,0.053,0.053
1970-06-29,0.085,0.085
1970-06-30,0.095,0.095
1970-07-01,0.103,0.103
1970-07-02,0.1,0.1
1970-07-03,0.097,0.097
1970-07-04,0.097,0.097
1970-07-05,0.097,0.097
1970-07-06,0.1,0.1
1970-07-07,0.09,0.09
1970-07-08,0.087,0.087
1970-07-09,0.085,0.085
1970-07-10,0.083,0.083
1970-07-11,0.08,0.08
1970-07-12,0.08,0.08
1970-07-13,0.08,0.08
1970-07-14,0.1,0.1
1970-07-15,0.121,0.121
1970-07-16,0.115,0.115
1970-07-17,0.111,0.111
1970-07-18,0.099,0.099
1970-07-19,0.1,0.1
1970-07-20,0.115,0.115
1970-07-21,0.111,0.111
1970-07-22,0.095,0.095
1970-07-23,0.097,0.097
1970-07-24,0.106,0.106
1970-07-25,0.1,0.1
1970-07-26,0.093,0.093
1970-07-27,0.095,0.095
1970-07-28,0.108,0.108
1970-07-29,0.115,0.115
1970-07-30,0.097,0.097
1970-07-31,0.087,0.087
1970-08-01,0.079,0.079
1970-08-02,0.076,0.076
1970-08-03,0.068,0.068
1970-08-04,0.066,0.066
1970-08-05,0.068,0.068
1970-08-06,0.068,0.068
1970-08-07,0.072,0.072
1970-08-08,0.077,0.077
1970-08-09,0.079,0.079
1970-08-10,0.093,0.093
1970-08-11,0.095,0.095
1970-08-12,0.08,0.08
1970-08-13,0.08,0.08
1970-08-14,0.1,0.1
1970-08-15,0.121,0.121
1970-08-16,0.115,0.115
1970-08-17,0.111,0.111
1970-08-18,0.099,0.099
1970-08-19,0.1,0.1
1970-08-20,0.115,0.115
1970-08-21,0.111,0.111
1970-08-22,0.095,0.095
1970-08-23,0.087,0.087
1970-08-24,0.085,0.085
1970-08-25,0.087,0.087
1970-08-26,0.087,0.087
1970-08-27,0.085,0.085
1970-08-28,0.077,0.077
1970-08-29,0.077,0.077
1970-08-30,0.074,0.074
1970-08-31,0.074,0.074
1970-09-01,0.068,0.068
1970-09-02,0.071,0.071
1970-09-03,0.074,0.074
1970-09-04,0.074,0.074
1970-09-05,0.068,0.068
1970-09-06,0.063,0.063
1970-09-07,0.066,0.066
1970-09-08,0.068,0.068
1970-09-09,0.074,0.074
1970-09-10,0.074,0.074
1970-09-11,0.071,0.071
1970-09-12,0.095,0.095
1970-09-13,0.149,0.149
1970-09-14,0.157,0.157
1970-09-15,0.153,0.153
1970-09-16,0.169,0.169
1970-09-17,0.153,0.153
1970-09-18,0.128,0.128
1970-09-19,0.112,0.112
1970-09-20,0.101,0.101
1970-09-21,0.101,0.101
1970-09-22,0.099,0.099
1970-09-23,0.097,0.097
1970-09-24,0.099,0.099
1970-09-25,0.103,0.103
1970-09-26,0.101,0.101
1970-09-27,0.093,0.093
1970-09-28,0.085,0.085
1970-09-29,0.1,0.1
1970-09-30,0.106,0.106
1970-10-01,0.097,0.097
1970-10-02,0.093,0.093
1970-10-03,0.087,0.087
1970-10-04,0.085,0.085
1970-10-05,0.087,0.087
1970-10-06,0.09,0.09
1970-10-07,0.087,0.087
1970-10-08,0.085,0.085
1970-10-09,0.087,0.087
1970-10-10,0.089,0.089
1970-10-11,0.09,0.09
1970-10-12,0.093,0.093
1970-10-13,0.093,0.093
1970-10-14,0.087,0.087
1970-10-15,0.085,0.085
1970-10-16,0.085,0.085
1970-10-17,0.085,0.085
1970-10-18,0.085,0.085
1970-10-19,0.091,0.091
