,49006,orig
2007-01-22,0.83,0.83
2007-01-23,0.712,0.712
2007-01-24,0.625,0.625
2007-01-25,0.519,0.519
2007-01-26,0.463,0.463
2007-01-27,0.396,0.396
2007-01-28,0.349,0.349
2007-01-29,0.308,0.308
2007-01-30,0.274,0.274
2007-01-31,0.247,0.247
2007-02-01,0.227,0.227
2007-02-02,0.205,0.205
2007-02-03,0.188,0.188
2007-02-04,0.176,0.176
2007-02-05,0.166,0.166
2007-02-06,0.164,0.164
2007-02-07,0.214,0.214
2007-02-08,0.227,0.227
2007-02-09,0.986,0.986
2007-02-10,0.445,0.445
2007-02-11,0.63,0.63
2007-02-12,0.663,0.663
2007-02-13,0.878,0.878
2007-02-14,0.695,0.695
2007-02-15,0.739,0.739
2007-02-16,1.84,1.84
2007-02-17,0.986,0.986
2007-02-18,0.804,0.804
2007-02-19,0.857,0.857
2007-02-20,0.692,0.692
2007-02-21,0.808,0.808
2007-02-22,0.898,0.898
2007-02-23,1.27,1.27
2007-02-24,1.25,1.25
2007-02-25,1.07,1.07
2007-02-26,0.951,0.951
2007-02-27,1.15,1.15
2007-02-28,1.07,1.07
2007-03-01,0.866,0.866
2007-03-02,0.87,0.87
2007-03-03,0.744,0.744
2007-03-04,1.63,1.63
2007-03-05,1.78,1.78
2007-03-06,1.29,1.29
2007-03-07,1.04,1.04
2007-03-08,0.92,0.92
2007-03-09,0.762,0.762
2007-03-10,0.655,0.655
2007-03-11,0.578,0.578
2007-03-12,0.509,0.509
2007-03-13,0.451,0.451
2007-03-14,0.407,0.407
2007-03-15,0.388,0.388
2007-03-16,0.351,0.351
2007-03-17,0.337,0.337
2007-03-18,0.321,0.321
2007-03-19,0.288,0.288
2007-03-20,0.262,0.262
2007-03-21,0.257,0.257
2007-03-22,0.283,0.283
2007-03-23,0.24,0.24
2007-03-24,0.223,0.223
2007-03-25,0.211,0.211
2007-03-26,0.2,0.2
2007-03-27,0.194,0.194
2007-03-28,0.193,0.193
2007-03-29,0.204,0.204
2007-03-30,0.193,0.193
2007-03-31,0.186,0.186
2007-04-01,0.18,0.18
2007-04-02,0.178,0.178
2007-04-03,0.176,0.176
2007-04-04,0.175,0.175
2007-04-05,0.169,0.169
2007-04-06,0.167,0.167
2007-04-07,0.164,0.164
2007-04-08,0.162,0.162
2007-04-09,0.159,0.159
2007-04-10,0.154,0.154
2007-04-11,0.151,0.151
2007-04-12,0.148,0.148
2007-04-13,0.146,0.146
2007-04-14,0.142,0.142
2007-04-15,0.138,0.138
2007-04-16,0.131,0.131
2007-04-17,0.126,0.126
2007-04-18,0.124,0.124
2007-04-19,0.119,0.119
2007-04-20,0.115,0.115
2007-04-21,0.109,0.109
2007-04-22,0.103,0.103
2007-04-23,0.111,0.111
2007-04-24,0.099,0.099
2007-04-25,0.087,0.087
2007-04-26,0.082,0.082
2007-04-27,0.077,0.077
2007-04-28,0.07,0.07
2007-04-29,0.066,0.066
2007-04-30,0.065,0.065
2007-05-01,0.057,0.057
2007-05-02,0.052,0.052
2007-05-03,0.049,0.049
2007-05-04,0.048,0.048
2007-05-05,0.048,0.048
2007-05-06,0.052,0.052
2007-05-07,0.05,0.05
2007-05-08,0.064,0.064
2007-05-09,0.073,0.073
2007-05-10,0.233,0.233
2007-05-11,0.165,0.165
2007-05-12,0.115,0.115
2007-05-13,0.441,0.441
2007-05-14,0.315,0.315
2007-05-15,0.481,0.481
2007-05-16,0.539,0.539
2007-05-17,0.522,0.522
2007-05-18,0.477,0.477
2007-05-19,0.41,0.41
2007-05-20,0.355,0.355
2007-05-21,0.309,0.309
2007-05-22,0.27,0.27
2007-05-23,0.24,0.24
2007-05-24,0.213,0.213
2007-05-25,0.193,0.193
2007-05-26,0.179,0.179
2007-05-27,0.209,0.209
2007-05-28,0.161,0.161
2007-05-29,0.14,0.14
2007-05-30,0.154,0.154
2007-05-31,0.152,0.152
2007-06-01,0.119,0.119
2007-06-02,0.109,0.109
2007-06-03,0.102,0.102
2007-06-04,0.094,0.094
2007-06-05,0.085,0.085
2007-06-06,0.079,0.079
2007-06-07,0.074,0.074
2007-06-08,0.069,0.069
2007-06-09,0.065,0.065
2007-06-10,0.061,0.061
2007-06-11,0.059,0.059
2007-06-12,0.056,0.056
2007-06-13,0.055,0.055
2007-06-14,0.06,0.06
2007-06-15,0.073,0.073
2007-06-16,0.06,0.06
2007-06-17,0.056,0.056
2007-06-18,0.053,0.053
2007-06-19,0.05,0.05
2007-06-20,0.107,0.107
2007-06-21,2.56,2.56
2007-06-22,0.457,0.457
2007-06-23,0.381,0.381
2007-06-24,0.341,0.341
2007-06-25,0.4,0.4
2007-06-26,0.315,0.315
2007-06-27,0.307,0.307
2007-06-28,0.495,0.495
2007-06-29,0.461,0.461
2007-06-30,0.642,0.642
2007-07-01,0.671,0.671
2007-07-02,0.759,0.759
2007-07-03,0.709,0.709
2007-07-04,0.608,0.608
2007-07-05,0.582,0.582
2007-07-06,0.483,0.483
2007-07-07,0.411,0.411
2007-07-08,0.381,0.381
2007-07-09,0.521,0.521
2007-07-10,0.399,0.399
2007-07-11,0.333,0.333
2007-07-12,0.324,0.324
2007-07-13,0.383,0.383
2007-07-14,0.335,0.335
2007-07-15,0.352,0.352
2007-07-16,0.361,0.361
2007-07-17,0.389,0.389
2007-07-18,0.335,0.335
2007-07-19,0.457,0.457
2007-07-20,0.369,0.369
2007-07-21,0.354,0.354
2007-07-22,0.342,0.342
2007-07-23,0.477,0.477
2007-07-24,0.353,0.353
2007-07-25,0.436,0.436
2007-07-26,1.21,1.21
2007-07-27,0.611,0.611
2007-07-28,0.72,0.72
2007-07-29,0.567,0.567
2007-07-30,0.501,0.501
2007-07-31,0.455,0.455
2007-08-01,0.419,0.419
2007-08-02,0.387,0.387
2007-08-03,0.347,0.347
2007-08-04,0.32,0.32
2007-08-05,0.307,0.307
2007-08-06,0.286,0.286
2007-08-07,0.26,0.26
2007-08-08,0.233,0.233
2007-08-09,0.218,0.218
2007-08-10,0.208,0.208
2007-08-11,0.203,0.203
2007-08-12,0.196,0.196
2007-08-13,0.21,0.21
2007-08-14,0.209,0.209
2007-08-15,0.198,0.198
2007-08-16,0.162,0.162
2007-08-17,0.152,0.152
2007-08-18,0.181,0.181
2007-08-19,0.718,0.718
2007-08-20,1.62,1.62
2007-08-21,0.419,0.419
2007-08-22,0.372,0.372
2007-08-23,0.333,0.333
2007-08-24,0.302,0.302
2007-08-25,0.276,0.276
2007-08-26,0.253,0.253
2007-08-27,0.233,0.233
2007-08-28,0.218,0.218
2007-08-29,0.202,0.202
2007-08-30,0.191,0.191
2007-08-31,0.181,0.181
2007-09-01,0.171,0.171
2007-09-02,0.166,0.166
2007-09-03,0.152,0.152
2007-09-04,0.144,0.144
2007-09-05,0.141,0.141
2007-09-06,0.137,0.137
2007-09-07,0.134,0.134
2007-09-08,0.133,0.133
2007-09-09,0.137,0.137
2007-09-10,0.141,0.141
2007-09-11,0.136,0.136
2007-09-12,0.136,0.136
2007-09-13,0.139,0.139
2007-09-14,0.147,0.147
2007-09-15,0.126,0.126
2007-09-16,0.126,0.126
2007-09-17,0.122,0.122
2007-09-18,0.118,0.118
2007-09-19,0.122,0.122
2007-09-20,0.13,0.13
2007-09-21,0.128,0.128
2007-09-22,0.118,0.118
2007-09-23,0.147,0.147
2007-09-24,0.145,0.145
2007-09-25,0.14,0.14
2007-09-26,0.133,0.133
2007-09-27,0.127,0.127
2007-09-28,0.123,0.123
2007-09-29,0.122,0.122
2007-09-30,0.135,0.135
2007-10-01,0.132,0.132
2007-10-02,0.125,0.125
2007-10-03,0.125,0.125
2007-10-04,0.121,0.121
2007-10-05,0.119,0.119
2007-10-06,0.124,0.124
2007-10-07,0.122,0.122
2007-10-08,0.125,0.125
2007-10-09,0.123,0.123
2007-10-10,0.119,0.119
2007-10-11,0.119,0.119
2007-10-12,0.116,0.116
2007-10-13,0.117,0.117
2007-10-14,0.123,0.123
2007-10-15,0.155,0.155
2007-10-16,0.545,0.545
2007-10-17,0.179,0.179
2007-10-18,0.137,0.137
2007-10-19,0.128,0.128
2007-10-20,0.126,0.126
2007-10-21,0.126,0.126
2007-10-22,0.126,0.126
2007-10-23,0.119,0.119
2007-10-24,0.115,0.115
2007-10-25,0.116,0.116
2007-10-26,0.128,0.128
2007-10-27,0.156,0.156
2007-10-28,0.235,0.235
2007-10-29,0.19,0.19
2007-10-30,0.154,0.154
2007-10-31,0.152,0.152
2007-11-01,0.147,0.147
2007-11-02,0.144,0.144
2007-11-03,0.141,0.141
2007-11-04,0.14,0.14
2007-11-05,0.137,0.137
2007-11-06,0.133,0.133
2007-11-07,0.134,0.134
2007-11-08,0.139,0.139
2007-11-09,0.133,0.133
2007-11-10,0.136,0.136
2007-11-11,0.134,0.134
2007-11-12,0.133,0.133
2007-11-13,0.142,0.142
2007-11-14,0.161,0.161
2007-11-15,0.145,0.145
2007-11-16,0.143,0.143
2007-11-17,0.252,0.252
2007-11-18,0.56,0.56
2007-11-19,0.234,0.234
2007-11-20,0.397,0.397
2007-11-21,0.335,0.335
2007-11-22,0.374,0.374
2007-11-23,0.347,0.347
2007-11-24,0.405,0.405
2007-11-25,0.376,0.376
2007-11-26,0.368,0.368
2007-11-27,0.364,0.364
2007-11-28,0.54,0.54
2007-11-29,0.52,0.52
2007-11-30,2.03,2.03
2007-12-01,1.03,1.03
2007-12-02,1.13,1.13
2007-12-03,0.832,0.832
2007-12-04,1.06,1.06
2007-12-05,0.952,0.952
2007-12-06,1.8,1.8
2007-12-07,1.12,1.12
2007-12-08,2.2,2.2
2007-12-09,1.5,1.5
2007-12-10,1.05,1.05
2007-12-17,0.37,0.37
2007-12-18,0.325,0.325
2007-12-19,0.292,0.292
2007-12-20,0.265,0.265
2007-12-21,0.237,0.237
2007-12-22,0.216,0.216
2007-12-23,0.194,0.194
2007-12-24,0.4,0.4
2007-12-25,0.286,0.286
2007-12-26,0.22,0.22
2007-12-27,0.207,0.207
2007-12-28,0.558,0.558
2007-12-29,0.349,0.349
2007-12-30,0.344,0.344
2007-12-31,0.344,0.344
2008-01-01,0.327,0.327
2008-01-02,0.302,0.302
2008-01-03,0.277,0.277
2008-01-04,0.336,0.336
2008-01-05,0.379,0.379
2008-01-06,0.3,0.3
2008-01-07,0.311,0.311
2008-01-08,0.36,0.36
2008-01-09,0.336,0.336
2008-01-10,0.381,0.381
2008-01-11,0.808,0.808
2008-01-12,0.7,0.7
2008-01-13,1.66,1.66
2008-01-14,2.27,2.27
2008-01-15,2.92,2.92
2008-01-16,1.59,1.59
2008-01-17,1.22,1.22
2008-01-18,1.0,1.0
2008-01-19,0.878,0.878
2008-01-20,0.753,0.753
2008-01-21,0.677,0.677
2008-01-22,0.585,0.585
2008-01-23,0.542,0.542
2008-01-24,0.481,0.481
2008-01-25,0.425,0.425
2008-01-26,0.384,0.384
2008-01-27,0.348,0.348
2008-01-28,0.32,0.32
2008-01-29,0.324,0.324
2008-01-30,0.293,0.293
2008-01-31,0.434,0.434
2008-02-01,0.304,0.304
2008-02-02,0.279,0.279
2008-02-03,0.745,0.745
2008-02-04,0.547,0.547
2008-02-05,0.495,0.495
2008-02-06,0.472,0.472
2008-02-07,0.452,0.452
2008-02-08,0.41,0.41
2008-02-09,0.369,0.369
2008-02-10,0.334,0.334
2008-02-11,0.301,0.301
2008-02-12,0.272,0.272
2008-02-13,0.248,0.248
2008-02-14,0.225,0.225
2008-02-15,0.207,0.207
2008-02-16,0.19,0.19
2008-02-17,0.177,0.177
2008-02-18,0.165,0.165
2008-02-19,0.155,0.155
2008-02-20,0.146,0.146
2008-02-21,0.139,0.139
2008-02-22,0.136,0.136
2008-02-23,0.131,0.131
2008-02-24,0.125,0.125
2008-02-25,0.462,0.462
2008-02-26,0.197,0.197
2008-02-27,0.154,0.154
2008-02-28,0.144,0.144
2008-02-29,0.156,0.156
2008-03-01,0.15,0.15
2008-03-02,0.147,0.147
2008-03-03,0.163,0.163
2008-03-04,0.152,0.152
2008-03-05,0.15,0.15
2008-03-06,0.169,0.169
2008-03-07,0.173,0.173
2008-03-08,0.237,0.237
2008-03-09,0.992,0.992
2008-03-10,0.693,0.693
2008-03-11,0.75,0.75
2008-03-12,0.566,0.566
2008-03-13,0.606,0.606
2008-03-14,0.541,0.541
2008-03-15,0.626,0.626
2008-03-16,0.573,0.573
2008-03-17,0.504,0.504
2008-03-18,0.473,0.473
2008-03-19,0.434,0.434
2008-03-20,0.412,0.412
2008-03-21,0.372,0.372
2008-03-22,0.326,0.326
2008-03-23,0.316,0.316
2008-03-24,0.287,0.287
2008-03-25,0.332,0.332
2008-03-26,0.353,0.353
2008-03-27,0.286,0.286
2008-03-28,0.361,0.361
2008-03-29,0.388,0.388
2008-03-30,0.357,0.357
2008-03-31,0.373,0.373
2008-04-01,0.368,0.368
2008-04-02,0.37,0.37
2008-04-03,0.36,0.36
2008-04-04,0.347,0.347
2008-04-05,0.328,0.328
2008-04-06,0.312,0.312
2008-04-07,0.292,0.292
2008-04-08,0.277,0.277
2008-04-09,0.264,0.264
2008-04-10,0.266,0.266
2008-04-11,0.26,0.26
2008-04-12,0.268,0.268
2008-04-13,0.257,0.257
2008-04-14,0.228,0.228
2008-04-15,0.209,0.209
2008-04-16,0.196,0.196
2008-04-17,0.186,0.186
2008-04-18,0.184,0.184
2008-04-19,0.2,0.2
2008-04-20,0.182,0.182
2008-04-21,0.19,0.19
2008-04-22,0.18,0.18
2008-04-23,0.186,0.186
2008-04-24,0.182,0.182
2008-04-25,0.168,0.168
2008-04-26,0.168,0.168
2008-04-27,0.168,0.168
2008-04-28,0.161,0.161
2008-04-29,0.321,0.321
2008-04-30,0.537,0.537
2008-05-01,0.255,0.255
2008-05-02,0.24,0.24
2008-05-03,0.236,0.236
2008-05-04,0.232,0.232
2008-05-05,0.226,0.226
2008-05-06,0.217,0.217
2008-05-07,0.21,0.21
2008-05-08,0.204,0.204
2008-05-09,0.198,0.198
2008-05-10,0.19,0.19
2008-05-11,0.184,0.184
2008-05-12,0.17,0.17
2008-05-13,0.159,0.159
2008-05-14,0.217,0.217
2008-05-15,0.196,0.196
2008-05-16,0.199,0.199
2008-05-17,0.196,0.196
2008-05-18,0.168,0.168
2008-05-19,0.153,0.153
2008-05-20,0.148,0.148
2008-05-21,0.144,0.144
2008-05-22,0.142,0.142
2008-05-23,0.138,0.138
2008-05-24,0.148,0.148
2008-05-25,0.158,0.158
2008-05-26,0.22,0.22
2008-05-27,0.175,0.175
2008-05-28,0.16,0.16
2008-05-29,0.146,0.146
2008-05-30,0.139,0.139
2008-05-31,0.133,0.133
2008-06-01,0.131,0.131
2008-06-02,0.13,0.13
2008-06-03,0.124,0.124
2008-06-04,0.123,0.123
2008-06-05,0.125,0.125
2008-06-06,0.118,0.118
2008-06-07,0.116,0.116
2008-06-08,0.113,0.113
2008-06-09,0.109,0.109
2008-06-10,0.104,0.104
2008-06-11,0.103,0.103
2008-06-12,0.1,0.1
2008-06-13,0.105,0.105
2008-06-14,0.1,0.1
2008-06-15,0.097,0.097
2008-06-16,0.091,0.091
2008-06-17,0.092,0.092
2008-06-18,0.107,0.107
2008-06-19,0.1,0.1
2008-06-20,0.118,0.118
2008-06-21,0.125,0.125
2008-06-22,0.11,0.11
2008-06-23,0.1,0.1
2008-06-24,0.095,0.095
2008-06-25,0.095,0.095
2008-06-26,0.097,0.097
2008-06-27,0.127,0.127
2008-06-28,0.104,0.104
2008-06-29,0.095,0.095
2008-06-30,0.096,0.096
2008-07-01,0.104,0.104
2008-07-02,0.123,0.123
2008-07-03,0.106,0.106
2008-07-04,0.142,0.142
2008-07-05,0.55,0.55
2008-07-06,0.506,0.506
2008-07-07,0.456,0.456
2008-07-08,1.52,1.52
2008-07-09,5.12,5.12
2008-07-10,1.45,1.45
2008-07-11,1.0,1.0
2008-07-12,0.77,0.77
2008-07-13,0.623,0.623
2008-07-14,0.527,0.527
2008-07-15,0.457,0.457
2008-07-16,0.386,0.386
2008-07-17,0.336,0.336
2008-07-18,0.362,0.362
2008-07-19,0.299,0.299
2008-07-20,0.248,0.248
2008-07-21,0.221,0.221
2008-07-22,0.2,0.2
2008-07-23,0.181,0.181
2008-07-24,0.169,0.169
2008-07-25,0.16,0.16
2008-07-26,0.141,0.141
2008-07-27,0.127,0.127
2008-07-28,0.12,0.12
2008-07-29,0.194,0.194
2008-07-30,0.173,0.173
2008-07-31,0.258,0.258
2008-08-01,0.199,0.199
2008-08-02,0.177,0.177
2008-08-03,0.191,0.191
2008-08-04,0.211,0.211
2008-08-05,0.4,0.4
2008-08-06,0.474,0.474
2008-08-07,0.43,0.43
2008-08-08,0.43,0.43
2008-08-09,1.85,1.85
2008-08-10,0.955,0.955
2008-08-11,1.84,1.84
2008-08-12,1.27,1.27
2008-08-13,1.69,1.69
2008-08-14,1.08,1.08
2008-08-15,0.92,0.92
2008-08-16,0.925,0.925
2008-08-17,0.76,0.76
2008-08-18,0.694,0.694
2008-08-19,0.636,0.636
2008-08-20,0.595,0.595
2008-08-21,1.09,1.09
2008-08-22,0.67,0.67
2008-08-23,0.875,0.875
2008-08-24,0.708,0.708
2008-08-25,0.639,0.639
2008-08-26,0.601,0.601
2008-08-27,0.557,0.557
2008-08-28,0.525,0.525
2008-08-29,0.485,0.485
2008-08-30,0.436,0.436
2008-08-31,0.394,0.394
2008-09-01,0.969,0.969
2008-09-02,0.481,0.481
2008-09-03,1.78,1.78
2008-09-04,3.16,3.16
2008-09-05,2.47,2.47
2008-09-06,1.34,1.34
2008-09-07,1.02,1.02
2008-09-08,0.857,0.857
2008-09-09,0.737,0.737
2008-09-10,0.68,0.68
2008-09-11,0.569,0.569
2008-09-12,0.484,0.484
2008-09-13,0.425,0.425
2008-09-14,0.392,0.392
2008-09-15,0.359,0.359
2008-09-16,0.317,0.317
2008-09-17,0.29,0.29
2008-09-18,0.262,0.262
2008-09-19,0.244,0.244
2008-09-20,0.229,0.229
2008-09-21,0.216,0.216
2008-09-22,0.209,0.209
2008-09-23,0.202,0.202
2008-09-24,0.193,0.193
2008-09-25,0.184,0.184
2008-09-26,0.175,0.175
2008-09-27,0.167,0.167
2008-09-28,0.163,0.163
2008-09-29,0.159,0.159
2008-09-30,0.171,0.171
2008-10-01,0.17,0.17
2008-10-02,0.17,0.17
2008-10-03,0.157,0.157
2008-10-04,0.804,0.804
2008-10-05,0.517,0.517
2008-10-06,0.282,0.282
2008-10-07,0.424,0.424
2008-10-08,0.293,0.293
2008-10-09,0.302,0.302
2008-10-10,0.301,0.301
2008-10-11,0.29,0.29
2008-10-12,0.281,0.281
2008-10-13,0.25,0.25
2008-10-14,0.248,0.248
2008-10-15,0.26,0.26
2008-10-16,0.223,0.223
2008-10-17,0.209,0.209
2008-10-18,0.201,0.201
2008-10-19,0.197,0.197
2008-10-20,1.14,1.14
2008-10-21,0.378,0.378
2008-10-22,0.369,0.369
2008-10-23,0.667,0.667
2008-10-24,0.491,0.491
2008-10-25,0.802,0.802
2008-10-26,1.49,1.49
2008-10-27,1.13,1.13
2008-10-28,0.859,0.859
2008-10-29,2.25,2.25
2008-10-30,1.25,1.25
2008-10-31,0.863,0.863
2008-11-01,0.74,0.74
2008-11-02,0.637,0.637
2008-11-03,0.56,0.56
2008-11-04,0.486,0.486
2008-11-05,0.429,0.429
2008-11-06,0.443,0.443
2008-11-07,0.451,0.451
2008-11-08,0.999,0.999
2008-11-09,0.949,0.949
2008-11-10,1.67,1.67
2008-11-11,0.829,0.829
2008-11-12,0.728,0.728
2008-11-13,1.21,1.21
2008-11-14,0.857,0.857
2008-11-15,0.816,0.816
2008-11-16,0.898,0.898
2008-11-17,1.24,1.24
2008-11-18,0.927,0.927
2008-11-19,0.844,0.844
2008-11-20,0.751,0.751
2008-11-21,0.653,0.653
2008-11-22,0.588,0.588
2008-11-23,0.715,0.715
2008-11-24,0.585,0.585
2008-11-25,0.472,0.472
2008-11-26,0.459,0.459
2008-11-27,0.575,0.575
2008-11-28,0.462,0.462
2008-11-29,0.428,0.428
2008-11-30,0.4,0.4
2008-12-01,0.382,0.382
2008-12-02,0.485,0.485
2008-12-03,0.838,0.838
2008-12-04,0.715,0.715
2008-12-05,0.58,0.58
2008-12-06,0.523,0.523
2008-12-07,0.506,0.506
2008-12-08,0.774,0.774
2008-12-09,0.535,0.535
2008-12-10,0.537,0.537
2008-12-11,0.508,0.508
2008-12-12,3.32,3.32
2008-12-13,1.43,1.43
2008-12-14,0.883,0.883
2008-12-15,0.736,0.736
2008-12-16,0.811,0.811
2008-12-17,0.619,0.619
2008-12-18,0.543,0.543
2008-12-19,0.489,0.489
2008-12-20,0.441,0.441
2008-12-21,0.399,0.399
2008-12-22,0.365,0.365
2008-12-23,0.33,0.33
2008-12-24,0.301,0.301
2008-12-25,0.267,0.267
2008-12-26,0.236,0.236
2008-12-27,0.215,0.215
2008-12-28,0.199,0.199
2008-12-29,0.185,0.185
2008-12-30,0.172,0.172
2008-12-31,0.158,0.158
2009-01-01,0.148,0.148
2009-01-02,0.137,0.137
2009-01-03,0.128,0.128
2009-01-04,0.124,0.124
2009-01-05,0.112,0.112
2009-01-06,0.101,0.101
2009-01-07,0.099,0.099
2009-01-08,0.097,0.097
2009-01-09,0.091,0.091
2009-01-10,0.088,0.088
2009-01-11,0.199,0.199
2009-01-12,0.335,0.335
2009-01-13,0.178,0.178
2009-01-14,0.164,0.164
2009-01-15,0.392,0.392
2009-01-16,0.403,0.403
2009-01-17,0.687,0.687
2009-01-18,0.746,0.746
2009-01-19,0.873,0.873
2009-01-20,0.825,0.825
2009-01-21,2.6,2.6
2009-01-22,1.69,1.69
2009-01-23,1.28,1.28
2009-01-24,1.38,1.38
2009-01-25,1.03,1.03
2009-01-26,0.851,0.851
2009-01-27,1.06,1.06
2009-01-28,0.867,0.867
2009-01-29,0.887,0.887
2009-01-30,0.883,0.883
2009-01-31,0.726,0.726
2009-02-01,0.636,0.636
2009-02-02,0.576,0.576
2009-02-03,0.519,0.519
2009-02-04,0.929,0.929
2009-02-05,0.597,0.597
2009-02-06,0.55,0.55
2009-02-07,0.542,0.542
2009-02-08,0.596,0.596
2009-02-09,3.86,3.86
2009-02-10,1.25,1.25
2009-02-11,1.0,1.0
2009-02-12,0.832,0.832
2009-02-13,0.719,0.719
2009-02-14,0.66,0.66
2009-02-15,0.563,0.563
2009-02-16,0.5,0.5
2009-02-17,0.447,0.447
2009-02-18,0.413,0.413
2009-02-19,0.377,0.377
2009-02-20,0.339,0.339
2009-02-21,0.312,0.312
2009-02-22,0.293,0.293
2009-02-23,0.269,0.269
2009-02-24,0.251,0.251
2009-02-25,0.238,0.238
2009-02-26,0.225,0.225
2009-02-27,0.213,0.213
2009-02-28,0.202,0.202
2009-03-01,0.191,0.191
2009-03-02,0.186,0.186
2009-03-03,0.697,0.697
2009-03-04,0.355,0.355
2009-03-05,0.311,0.311
2009-03-06,0.289,0.289
2009-03-07,0.31,0.31
2009-03-08,0.311,0.311
2009-03-09,0.553,0.553
2009-03-10,0.398,0.398
2009-03-11,0.403,0.403
2009-03-12,0.4,0.4
2009-03-13,0.398,0.398
2009-03-14,0.377,0.377
2009-03-15,0.361,0.361
2009-03-16,0.342,0.342
2009-03-17,0.326,0.326
2009-03-18,0.313,0.313
2009-03-19,0.297,0.297
2009-03-20,0.281,0.281
2009-03-21,0.267,0.267
2009-03-22,0.259,0.259
2009-03-23,0.25,0.25
2009-03-24,0.241,0.241
2009-03-25,0.234,0.234
2009-03-26,0.253,0.253
2009-03-27,0.236,0.236
2009-03-28,0.22,0.22
2009-03-29,0.208,0.208
2009-03-30,0.203,0.203
2009-03-31,0.199,0.199
2009-04-01,0.188,0.188
2009-04-02,0.181,0.181
2009-04-03,0.18,0.18
2009-04-04,0.175,0.175
2009-04-05,0.167,0.167
2009-04-06,0.173,0.173
2009-04-07,0.314,0.314
