,76017
2019-06-19,20.6
2019-06-20,18.5
2019-06-21,16.4
2019-06-22,14.8
2019-06-23,13.7
2019-06-24,18.2
2019-06-25,17.2
2019-06-26,14.5
2019-06-27,13.0
2019-06-28,11.9
2019-06-29,11.3
2019-06-30,11.0
2019-07-01,10.6
2019-07-02,10.2
2019-07-03,9.67
2019-07-04,9.25
2019-07-05,9.04
2019-07-06,8.78
2019-07-07,8.4
2019-07-08,8.23
2019-07-09,8.32
2019-07-10,8.31
2019-07-11,8.28
2019-07-12,8.01
2019-07-13,7.67
2019-07-14,7.46
2019-07-15,7.3
2019-07-16,7.19
2019-07-17,7.14
2019-07-18,7.24
2019-07-19,7.45
2019-07-20,11.3
2019-07-21,11.5
2019-07-22,22.1
2019-07-23,18.1
2019-07-24,21.7
2019-07-25,18.9
2019-07-26,17.5
2019-07-27,52.1
2019-07-28,75.0
2019-07-29,30.3
2019-07-30,32.9
2019-07-31,59.0
2019-08-01,39.4
2019-08-02,24.5
2019-08-03,19.6
2019-08-04,17.3
2019-08-05,20.9
2019-08-06,43.7
2019-08-07,41.1
2019-08-08,24.7
2019-08-09,108.0
2019-08-10,198.0
2019-08-11,197.0
2019-08-12,102.0
2019-08-13,78.9
2019-08-14,56.2
2019-08-15,51.6
2019-08-16,53.9
2019-08-17,80.1
2019-08-18,56.2
2019-08-19,50.3
2019-08-20,52.5
2019-08-21,42.5
2019-08-22,104.0
2019-08-23,69.7
2019-08-24,48.3
2019-08-25,38.3
2019-08-26,32.2
2019-08-27,28.1
2019-08-28,25.4
2019-08-29,23.1
2019-08-30,24.4
2019-08-31,29.8
2019-09-01,26.8
2019-09-02,26.7
2019-09-03,33.4
2019-09-04,46.6
2019-09-05,41.0
2019-09-06,36.1
2019-09-07,31.3
2019-09-08,26.0
2019-09-09,23.8
2019-09-10,22.0
2019-09-11,26.5
2019-09-12,25.7
2019-09-13,28.3
2019-09-14,21.6
2019-09-15,19.6
2019-09-16,18.0
2019-09-17,16.7
2019-09-18,15.6
2019-09-19,14.8
2019-09-20,14.1
2019-09-21,13.4
2019-09-22,15.1
2019-09-23,16.6
2019-09-24,25.2
2019-09-25,43.5
2019-09-26,47.0
2019-09-27,130.0
2019-09-28,112.0
2019-09-29,152.0
2019-09-30,113.0
2019-10-01,155.0
2019-10-02,79.2
2019-10-03,55.8
2019-10-04,65.1
2019-10-05,48.5
2019-10-06,120.0
2019-10-07,69.8
2019-10-08,60.3
2019-10-09,53.5
2019-10-10,50.9
2019-10-11,119.0
2019-10-12,59.3
2019-10-13,64.9
2019-10-14,63.3
2019-10-15,48.5
2019-10-16,41.9
2019-10-17,36.0
2019-10-18,34.9
2019-10-19,32.3
2019-10-20,32.6
2019-10-21,27.6
2019-10-22,24.9
2019-10-23,22.7
2019-10-24,21.3
2019-10-25,25.4
2019-10-26,42.8
2019-10-27,30.9
2019-10-28,24.7
2019-10-29,22.1
2019-10-30,20.3
2019-10-31,19.2
2019-11-01,21.2
2019-11-02,61.8
2019-11-03,55.3
2019-11-04,50.6
2019-11-05,50.1
2019-11-06,35.9
2019-11-07,36.6
2019-11-08,38.4
2019-11-09,29.6
2019-11-11,73.5
2019-11-12,82.8
2019-11-13,50.4
2019-11-14,39.1
2019-11-15,37.8
2019-11-16,36.3
