,orig
2019-07-07,0.799
2019-07-08,0.783
2019-07-09,0.763
2019-07-10,0.739
2019-07-11,0.731
2019-07-12,0.733
2019-07-13,0.719
2019-07-14,0.712
2019-07-15,0.689
2019-07-16,0.677
2019-07-17,0.669
2019-07-18,0.677
2019-07-23,0.67
2019-07-24,0.68
2019-07-25,0.626
2019-07-26,0.584
2019-07-27,0.56
2019-07-28,0.63
