,46014
2019-07-01,1.03
2019-07-02,1.0
2019-07-03,0.976
2019-07-04,0.951
2019-07-05,0.9179999999999999
2019-07-06,0.902
2019-07-07,0.89
2019-07-08,0.871
2019-07-09,0.848
2019-07-10,0.818
2019-07-11,0.812
2019-07-12,0.8109999999999999
2019-07-13,0.7959999999999999
2019-07-14,0.787
2019-07-15,0.759
2019-07-16,0.745
2019-07-17,0.737
2019-07-18,0.753
2019-07-23,0.737
2019-07-24,0.746
2019-07-25,0.7
2019-07-26,0.665
2019-07-27,0.645
2019-07-28,0.63
